Monat;KW;Jahr;Datum;Hof;Schicht;Tour;Tonnage;Abfallart
6;25;2022;20.06.22;VMG;1;41;34,52;HM
6;25;2022;21.06.22;VMG;1;26;29,28;HM
6;25;2022;21.06.22;VMM;1;2;28,43;HM
6;25;2022;21.06.22;VMN;1;33;30,26;HM
6;26;2022;27.06.22;VMG;1;4;29,12;HM
6;26;2022;27.06.22;VMG;1;32;29,64;HM
6;26;2022;27.06.22;VMG;1;41;34,34;HM
6;26;2022;27.06.22;VMM;1;2;31,02;HM
6;26;2022;28.06.22;VMG;1;26;30,1;HM
7;27;2022;04.07.22;VMG;1;4;31,52;HM
7;27;2022;04.07.22;VMG;1;41;32,8;HM
7;27;2022;04.07.22;VMM;1;2;32,75;HM
7;27;2022;05.07.22;VMG;1;12;29,09;HM
7;27;2022;05.07.22;VMG;1;26;33,0;HM
7;27;2022;07.07.22;VMF;1;8;28,68;HM
7;27;2022;07.07.22;VMG;1;15;28,65;HM
7;28;2022;11.07.22;VMG;1;32;29,12;HM
7;28;2022;11.07.22;VMG;1;41;31,0;HM
7;28;2022;11.07.22;VMM;1;2;30,55;HM
7;28;2022;11.07.22;VMN;1;33;32,44;HM
7;28;2022;12.07.22;VMF;1;17;31,23;HM
7;28;2022;12.07.22;VMG;1;26;31,94;HM
7;29;2022;19.07.22;VMN;1;7;28,82;HM
7;30;2022;25.07.22;VMG;1;41;30,38;HM
7;30;2022;26.07.22;VMM;1;2;28,44;HM
8;31;2022;01.08.22;VMG;1;41;33,98;HM
8;31;2022;02.08.22;VMG;1;26;28,6;HM
8;32;2022;08.08.22;VMG;1;41;33,46;HM
8;32;2022;09.08.22;VMG;1;25;29,57;HM
8;33;2022;15.08.22;VMG;1;41;33,67;HM
8;33;2022;17.08.22;VMN;1;45;28,67;HM
8;34;2022;22.08.22;VMG;1;32;29,0;HM
8;34;2022;22.08.22;VMG;1;41;34,42;HM
8;34;2022;23.08.22;VMF;1;52;29,02;HM
8;34;2022;23.08.22;VMG;1;25;31,67;HM
8;34;2022;23.08.22;VMG;1;26;31,08;HM
8;34;2022;23.08.22;VMG;1;57;29,99;HM
8;34;2022;23.08.22;VMM;1;2;31,44;HM
8;34;2022;23.08.22;VMN;1;33;31,06;HM
8;34;2022;25.08.22;VMM;1;2;32,64;HM
8;35;2022;29.08.22;VMG;1;4;29,56;HM
8;35;2022;29.08.22;VMG;1;32;29,76;HM
8;35;2022;29.08.22;VMG;1;41;35,24;HM
8;35;2022;30.08.22;VMG;1;26;30,64;HM
8;35;2022;30.08.22;VMM;1;2;32,17;HM
8;35;2022;30.08.22;VMM;1;34;28,86;HM
9;35;2022;01.09.22;VMM;1;2;28,7;HM
9;36;2022;05.09.22;VMG;1;28;28,93;HM
9;36;2022;05.09.22;VMG;1;41;34,28;HM
9;36;2022;05.09.22;VMM;1;2;29,96;HM
9;36;2022;07.09.22;VMG;1;40;29,68;HM
9;36;2022;07.09.22;VMG;1;41;28,9;HM
9;37;2022;12.09.22;VMG;1;41;31,66;HM
9;37;2022;12.09.22;VMM;1;2;31,74;HM
9;37;2022;13.09.22;VMG;1;25;28,65;HM
9;37;2022;14.09.22;VMM;1;2;30,05;HM
9;38;2022;19.09.22;VMG;1;41;34,34;HM
9;38;2022;19.09.22;VMM;1;2;30,92;HM
9;38;2022;20.09.22;VMG;1;12;33,58;HM
9;38;2022;20.09.22;VMG;1;25;30,93;HM
9;38;2022;21.09.22;VMM;1;2;29,73;HM
9;39;2022;26.09.22;VMG;1;32;29,52;HM
9;39;2022;26.09.22;VMG;1;41;34,34;HM
9;39;2022;26.09.22;VMM;1;2;30,53;HM
9;39;2022;27.09.22;VMG;1;12;28,51;HM
9;39;2022;27.09.22;VMG;1;25;31,1;HM
9;39;2022;27.09.22;VMG;1;26;28,32;HM
9;39;2022;28.09.22;VMM;1;2;31,0;HM
10;40;2022;04.10.22;VMF;1;12;32,41;HM
10;40;2022;04.10.22;VMG;1;4;29,46;HM
10;40;2022;04.10.22;VMG;1;7;30,05;HM
10;40;2022;04.10.22;VMG;1;12;34,96;HM
10;40;2022;04.10.22;VMG;1;26;29,76;HM
10;40;2022;04.10.22;VMG;1;32;33,92;HM
10;40;2022;04.10.22;VMG;1;40;32,06;HM
10;40;2022;04.10.22;VMG;1;41;35,36;HM
10;40;2022;04.10.22;VMG;1;57;31,23;HM
10;40;2022;04.10.22;VMM;1;2;35,75;HM
10;40;2022;04.10.22;VMM;1;3;29,54;HM
10;40;2022;04.10.22;VMN;1;10;36,02;HM
10;40;2022;05.10.22;VMF;1;17;30,07;HM
10;40;2022;05.10.22;VMF;1;24;28,94;HM
10;40;2022;05.10.22;VMG;1;25;34,05;HM
10;40;2022;05.10.22;VMG;1;26;33,96;HM
10;40;2022;05.10.22;VMG;1;32;29,48;HM
10;40;2022;05.10.22;VMG;1;40;30,3;HM
10;40;2022;05.10.22;VMM;1;2;33,08;HM
10;40;2022;05.10.22;VMM;1;3;28,84;HM
10;40;2022;05.10.22;VMM;1;34;32,6;HM
10;40;2022;05.10.22;VMN;1;4;33,76;HM
10;40;2022;05.10.22;VMN;1;7;30,78;HM
10;40;2022;07.10.22;VMM;1;2;31,38;HM
10;42;2022;17.10.22;VMG;1;32;29,12;HM
10;42;2022;17.10.22;VMG;1;41;34,5;HM
10;42;2022;17.10.22;VMM;1;2;30,8;HM
10;42;2022;18.10.22;VMG;1;26;30,05;HM
10;43;2022;24.10.22;VMG;1;32;29,22;HM
10;43;2022;24.10.22;VMG;1;41;35,12;HM
10;43;2022;24.10.22;VMM;1;2;31,66;HM
10;43;2022;25.10.22;VMG;1;26;30,3;HM
10;43;2022;25.10.22;VMM;1;2;28,53;HM
10;43;2022;25.10.22;VMM;1;34;34,43;HM
10;44;2022;31.10.22;VMG;1;32;31,08;HM
10;44;2022;31.10.22;VMG;1;40;28,52;HM
10;44;2022;31.10.22;VMG;1;41;35,16;HM
10;44;2022;31.10.22;VMM;1;2;32,0;HM
11;44;2022;01.11.22;VMG;1;12;28,61;HM
11;44;2022;01.11.22;VMG;1;25;31,01;HM
11;44;2022;01.11.22;VMG;1;26;29,98;HM
11;44;2022;01.11.22;VMM;1;2;29,46;HM
11;45;2022;07.11.22;VMG;1;32;30,96;HM
11;45;2022;07.11.22;VMG;1;41;34,98;HM
11;45;2022;07.11.22;VMM;1;2;30,35;HM
11;45;2022;08.11.22;VMG;1;25;31,73;HM
11;45;2022;08.11.22;VMG;1;26;32,7;HM
11;45;2022;08.11.22;VMM;1;2;29,53;HM
11;46;2022;14.11.22;VMG;1;32;29,94;HM
11;46;2022;14.11.22;VMG;1;41;33,59;HM
11;46;2022;15.11.22;VMF;1;16;29,65;HM
11;46;2022;15.11.22;VMG;1;25;33,29;HM
11;46;2022;15.11.22;VMG;1;26;28,38;HM
11;46;2022;15.11.22;VMM;1;2;29,37;HM
11;47;2022;21.11.22;VMG;1;32;28,76;HM
11;47;2022;21.11.22;VMG;1;41;34,52;HM
11;47;2022;22.11.22;VMF;1;16;31,67;HM
11;47;2022;22.11.22;VMG;1;12;35,48;HM
11;47;2022;22.11.22;VMG;1;26;28,7;HM
11;47;2022;22.11.22;VMM;1;2;38,51;HM
11;48;2022;28.11.22;VMG;1;32;31,04;HM
11;48;2022;28.11.22;VMG;1;40;29,16;HM
11;48;2022;28.11.22;VMG;1;41;34,76;HM
11;48;2022;28.11.22;VMM;1;2;30,86;HM
11;48;2022;29.11.22;VMF;1;16;32,27;HM
11;48;2022;29.11.22;VMF;1;17;28,5;HM
11;48;2022;29.11.22;VMG;1;26;31,92;HM
11;48;2022;29.11.22;VMM;1;2;30,34;HM
11;48;2022;29.11.22;VMM;1;34;28,81;HM
12;48;2022;01.12.22;VMG;1;4;34,98;HM
12;49;2022;05.12.22;VMG;1;41;33,22;HM
12;49;2022;06.12.22;VMF;1;52;29,82;HM
12;49;2022;06.12.22;VMG;1;26;30,34;HM
12;49;2022;06.12.22;VMM;1;2;32,71;HM
12;50;2022;12.12.22;VMG;1;32;29,02;HM
12;50;2022;12.12.22;VMG;1;41;33,55;HM
12;50;2022;13.12.22;VMG;1;26;28,84;HM
12;50;2022;13.12.22;VMM;1;2;28,79;HM
12;51;2022;19.12.22;VMG;1;32;28,56;HM
12;51;2022;19.12.22;VMG;1;41;32,36;HM
12;51;2022;19.12.22;VMM;1;2;29,53;HM
12;51;2022;20.12.22;VMG;1;26;28,4;HM
12;52;2022;27.12.22;VMF;1;12;34,63;HM
12;52;2022;27.12.22;VMF;1;52;30,64;HM
12;52;2022;27.12.22;VMG;1;4;35,0;HM
12;52;2022;27.12.22;VMG;1;7;29,86;HM
12;52;2022;27.12.22;VMG;1;9;41,36;HM
12;52;2022;27.12.22;VMG;1;12;33,68;HM
12;52;2022;27.12.22;VMG;1;32;32,56;HM
12;52;2022;27.12.22;VMG;1;40;30,06;HM
12;52;2022;27.12.22;VMG;1;41;46,33;HM
12;52;2022;27.12.22;VMG;1;57;33,07;HM
12;52;2022;27.12.22;VMM;1;2;30,11;HM
12;52;2022;27.12.22;VMM;1;3;29,01;HM
12;52;2022;27.12.22;VMN;1;1;45,58;HM
12;52;2022;27.12.22;VMN;1;2;36,52;HM
12;52;2022;27.12.22;VMN;1;11;33,62;HM
12;52;2022;28.12.22;VMF;1;15;32,15;HM
12;52;2022;28.12.22;VMF;1;24;28,31;HM
12;52;2022;28.12.22;VMF;1;29;28,95;HM
12;52;2022;28.12.22;VMG;1;7;56,68;HM
12;52;2022;28.12.22;VMG;1;26;31,96;HM
12;52;2022;28.12.22;VMG;1;32;33,1;HM
12;52;2022;28.12.22;VMG;1;40;31,72;HM
12;52;2022;28.12.22;VMG;1;41;36,14;HM
12;52;2022;28.12.22;VMM;1;2;35,27;HM
12;52;2022;28.12.22;VMM;1;34;31,64;HM
12;52;2022;28.12.22;VMN;1;3;40,08;HM
12;52;2022;28.12.22;VMN;1;5;48,68;HM
12;52;2022;28.12.22;VMN;1;6;33,95;HM
12;52;2022;28.12.22;VMN;1;7;29,72;HM
12;52;2022;29.12.22;VMF;1;51;35,48;HM
12;52;2022;30.12.22;VMG;1;47;35,28;HM
1;1;2023;02.01.23;VMG;1;32;29,34;HM
1;1;2023;02.01.23;VMG;1;41;30,7;HM
1;1;2023;02.01.23;VMM;1;2;30,82;HM
1;1;2023;04.01.23;VMM;1;2;31,09;HM
1;1;2023;05.01.23;VMF;1;8;30,39;HM
1;2;2023;09.01.23;VMF;1;12;28,6;HM
1;2;2023;09.01.23;VMG;1;4;29,02;HM
1;2;2023;09.01.23;VMG;1;9;32,62;HM
1;2;2023;09.01.23;VMG;1;32;31,66;HM
1;2;2023;09.01.23;VMG;1;41;38,28;HM
1;2;2023;09.01.23;VMM;1;2;35,88;HM
1;2;2023;10.01.23;VMF;1;16;30,87;HM
1;2;2023;10.01.23;VMG;1;12;30,82;HM
1;2;2023;10.01.23;VMG;1;26;32,42;HM
1;2;2023;10.01.23;VMG;1;57;28,71;HM
1;2;2023;11.01.23;VMM;1;2;30,93;HM
1;3;2023;16.01.23;VMG;1;32;31,38;HM
1;3;2023;16.01.23;VMG;1;41;36,81;HM
1;3;2023;16.01.23;VMM;1;2;31,13;HM
1;4;2023;23.01.23;VMG;1;32;28,63;HM
1;4;2023;23.01.23;VMG;1;41;34,3;HM
1;4;2023;23.01.23;VMM;1;2;29,34;HM
1;4;2023;24.01.23;VMG;1;40;29,01;HM
1;4;2023;26.01.23;VMF;1;16;28,59;HM
1;5;2023;30.01.23;VMG;1;32;28,72;HM
1;5;2023;30.01.23;VMG;1;41;33,31;HM
1;5;2023;30.01.23;VMM;1;2;29,52;HM
1;5;2023;31.01.23;VMF;1;16;31,99;HM
2;5;2023;03.02.23;VMG;1;26;28,48;HM
2;6;2023;06.02.23;VMG;1;32;30,32;HM
2;6;2023;06.02.23;VMG;1;41;34,87;HM
2;6;2023;06.02.23;VMM;1;2;30,97;HM
2;6;2023;07.02.23;VMG;1;57;28,59;HM
2;6;2023;07.02.23;VMN;1;4;28,78;HM
2;7;2023;13.02.23;VMF;1;2;32,61;HM
2;7;2023;13.02.23;VMF;1;4;30,18;HM
2;7;2023;13.02.23;VMF;1;5;29,98;HM
2;7;2023;13.02.23;VMF;1;7;34,93;HM
2;7;2023;13.02.23;VMF;1;8;33,59;HM
2;7;2023;13.02.23;VMF;1;9;31,56;HM
2;7;2023;13.02.23;VMF;1;12;42,38;HM
2;7;2023;13.02.23;VMF;1;23;30,55;HM
2;7;2023;13.02.23;VMF;1;29;31,59;HM
2;7;2023;13.02.23;VMF;1;39;31,84;HM
2;7;2023;13.02.23;VMF;1;42;30,95;HM
2;7;2023;13.02.23;VMF;1;52;30,54;HM
2;7;2023;13.02.23;VMG;1;3;32,0;HM
2;7;2023;13.02.23;VMG;1;4;42,26;HM
2;7;2023;13.02.23;VMG;1;7;35,99;HM
2;7;2023;13.02.23;VMG;1;9;34,63;HM
2;7;2023;13.02.23;VMG;1;12;29,9;HM
2;7;2023;13.02.23;VMG;1;21;31,42;HM
2;7;2023;13.02.23;VMG;1;26;51,84;HM
2;7;2023;13.02.23;VMG;1;27;30,48;HM
2;7;2023;13.02.23;VMG;1;32;35,68;HM
2;7;2023;13.02.23;VMG;1;41;59,58;HM
2;7;2023;13.02.23;VMG;1;45;45,45;HM
2;7;2023;13.02.23;VMG;1;57;32,53;HM
2;7;2023;13.02.23;VMM;1;2;47,05;HM
2;7;2023;13.02.23;VMM;1;3;34,41;HM
2;7;2023;13.02.23;VMM;1;13;30,97;HM
2;7;2023;13.02.23;VMM;1;22;28,7;HM
2;7;2023;13.02.23;VMM;1;41;29,3;HM
2;7;2023;13.02.23;VMN;1;2;36,48;HM
2;7;2023;13.02.23;VMN;1;7;30,26;HM
2;7;2023;13.02.23;VMN;1;8;36,85;HM
2;7;2023;13.02.23;VMN;1;9;35,08;HM
2;7;2023;13.02.23;VMN;1;10;35,5;HM
2;7;2023;13.02.23;VMN;1;11;36,95;HM
2;7;2023;13.02.23;VMN;1;19;30,05;HM
2;7;2023;13.02.23;VMN;1;26;35,54;HM
2;7;2023;13.02.23;VMN;1;33;30,74;HM
2;7;2023;13.02.23;VMN;1;36;29,28;HM
2;7;2023;14.02.23;VMF;1;6;30,38;HM
2;7;2023;14.02.23;VMF;1;12;32,8;HM
2;7;2023;14.02.23;VMF;1;16;44,82;HM
2;7;2023;14.02.23;VMF;1;17;37,59;HM
2;7;2023;14.02.23;VMF;1;31;29,81;HM
2;7;2023;14.02.23;VMG;1;7;29,13;HM
2;7;2023;14.02.23;VMG;1;9;44,64;HM
2;7;2023;14.02.23;VMG;1;10;29,95;HM
2;7;2023;14.02.23;VMG;1;19;39,32;HM
2;7;2023;14.02.23;VMG;1;32;33,57;HM
2;7;2023;14.02.23;VMG;1;41;34,0;HM
2;7;2023;14.02.23;VMG;1;52;39,06;HM
2;7;2023;14.02.23;VMM;1;3;34,18;HM
2;7;2023;14.02.23;VMM;1;12;36,05;HM
2;7;2023;14.02.23;VMM;1;28;32,92;HM
2;7;2023;14.02.23;VMM;1;36;31,28;HM
2;7;2023;14.02.23;VMM;1;41;31,67;HM
2;7;2023;14.02.23;VMN;1;1;41,94;HM
2;7;2023;14.02.23;VMN;1;2;34,17;HM
2;7;2023;14.02.23;VMN;1;3;40,34;HM
2;7;2023;14.02.23;VMN;1;4;32,51;HM
2;7;2023;14.02.23;VMN;1;5;45,06;HM
2;7;2023;14.02.23;VMN;1;6;46,15;HM
2;7;2023;14.02.23;VMN;1;7;31,57;HM
2;7;2023;14.02.23;VMN;1;9;32,46;HM
2;7;2023;14.02.23;VMN;1;10;29,82;HM
2;7;2023;14.02.23;VMN;1;11;31,83;HM
2;7;2023;14.02.23;VMN;1;12;33,2;HM
2;7;2023;14.02.23;VMN;1;15;29,63;HM
2;7;2023;14.02.23;VMN;1;21;33,16;HM
2;7;2023;14.02.23;VMN;1;31;33,06;HM
2;7;2023;14.02.23;VMN;1;33;31,61;HM
2;7;2023;14.02.23;VMN;1;42;30,42;HM
2;7;2023;14.02.23;VMN;1;47;33,29;HM
2;7;2023;14.02.23;VMN;1;53;29,68;HM
2;7;2023;15.02.23;VMG;1;25;32,63;HM
2;7;2023;15.02.23;VMM;1;2;31,71;HM
2;7;2023;16.02.23;VMM;1;2;31,91;HM
2;8;2023;20.02.23;VMG;1;32;29,74;HM
2;8;2023;20.02.23;VMG;1;41;33,8;HM
2;8;2023;20.02.23;VMM;1;2;29,99;HM
2;8;2023;21.02.23;VMG;1;26;29,47;HM
2;8;2023;21.02.23;VMG;1;57;29,11;HM
2;8;2023;21.02.23;VMN;1;20;30,19;HM
2;9;2023;27.02.23;VMG;1;32;29,66;HM
2;9;2023;27.02.23;VMG;1;41;34,26;HM
2;9;2023;27.02.23;VMM;1;2;30,22;HM
3;10;2023;09.03.23;VMF;1;52;33,54;HM
3;10;2023;10.03.23;VMF;1;2;41,1;HM
3;10;2023;10.03.23;VMF;1;6;29,22;HM
3;10;2023;10.03.23;VMF;1;12;35,07;HM
3;10;2023;10.03.23;VMF;1;31;32,92;HM
3;10;2023;10.03.23;VMF;1;39;36,07;HM
3;10;2023;10.03.23;VMF;1;52;41,84;HM
3;10;2023;10.03.23;VMN;1;21;31,84;HM
3;10;2023;11.03.23;VMM;1;2;34,92;HM
3;10;2023;11.03.23;VMM;1;3;33,78;HM
3;10;2023;11.03.23;VMM;1;41;29,31;HM
3;11;2023;13.03.23;VMF;1;4;32,71;HM
3;11;2023;13.03.23;VMF;1;8;31,51;HM
3;11;2023;13.03.23;VMF;1;9;37,32;HM
3;11;2023;13.03.23;VMF;1;12;34,99;HM
3;11;2023;13.03.23;VMF;1;16;55,46;HM
3;11;2023;13.03.23;VMF;1;36;31,34;HM
3;11;2023;13.03.23;VMF;1;40;35,86;HM
3;11;2023;13.03.23;VMF;1;52;34,44;HM
3;11;2023;13.03.23;VMF;1;53;36,13;HM
3;11;2023;13.03.23;VMG;1;1;35,8;HM
3;11;2023;13.03.23;VMG;1;4;47,32;HM
3;11;2023;13.03.23;VMG;1;7;56,37;HM
3;11;2023;13.03.23;VMG;1;9;32,84;HM
3;11;2023;13.03.23;VMG;1;10;34,63;HM
3;11;2023;13.03.23;VMG;1;11;45,44;HM
3;11;2023;13.03.23;VMG;1;12;35,1;HM
3;11;2023;13.03.23;VMG;1;13;34,11;HM
3;11;2023;13.03.23;VMG;1;14;35,43;HM
3;11;2023;13.03.23;VMG;1;15;35,55;HM
3;11;2023;13.03.23;VMG;1;16;33,55;HM
3;11;2023;13.03.23;VMG;1;21;34,7;HM
3;11;2023;13.03.23;VMG;1;25;46,29;HM
3;11;2023;13.03.23;VMG;1;26;46,7;HM
3;11;2023;13.03.23;VMG;1;27;34,56;HM
3;11;2023;13.03.23;VMG;1;30;48,23;HM
3;11;2023;13.03.23;VMG;1;32;33,88;HM
3;11;2023;13.03.23;VMG;1;33;35,59;HM
3;11;2023;13.03.23;VMG;1;36;30,86;HM
3;11;2023;13.03.23;VMG;1;38;33,97;HM
3;11;2023;13.03.23;VMG;1;39;28,92;HM
3;11;2023;13.03.23;VMG;1;40;41,46;HM
3;11;2023;13.03.23;VMG;1;41;56,74;HM
3;11;2023;13.03.23;VMG;1;45;34,15;HM
3;11;2023;13.03.23;VMG;1;47;29,36;HM
3;11;2023;13.03.23;VMG;1;50;32,56;HM
3;11;2023;13.03.23;VMG;1;52;44,88;HM
3;11;2023;13.03.23;VMG;1;55;33,64;HM
3;11;2023;13.03.23;VMG;1;57;39,1;HM
3;11;2023;13.03.23;VMM;1;2;57,8;HM
3;11;2023;13.03.23;VMM;1;3;50,41;HM
3;11;2023;13.03.23;VMM;1;4;35,12;HM
3;11;2023;13.03.23;VMM;1;5;34,53;HM
3;11;2023;13.03.23;VMM;1;7;34,67;HM
3;11;2023;13.03.23;VMM;1;9;34,65;HM
3;11;2023;13.03.23;VMM;1;10;42,28;HM
3;11;2023;13.03.23;VMM;1;13;31,33;HM
3;11;2023;13.03.23;VMM;1;15;34,31;HM
3;11;2023;13.03.23;VMM;1;17;37,59;HM
3;11;2023;13.03.23;VMM;1;19;35,65;HM
3;11;2023;13.03.23;VMM;1;20;32,94;HM
3;11;2023;13.03.23;VMM;1;22;34,12;HM
3;11;2023;13.03.23;VMM;1;23;34,36;HM
3;11;2023;13.03.23;VMM;1;24;30,86;HM
3;11;2023;13.03.23;VMM;1;25;42,36;HM
3;11;2023;13.03.23;VMM;1;26;32,66;HM
3;11;2023;13.03.23;VMM;1;27;33,68;HM
3;11;2023;13.03.23;VMM;1;28;45,68;HM
3;11;2023;13.03.23;VMM;1;29;34,52;HM
3;11;2023;13.03.23;VMM;1;30;31,84;HM
3;11;2023;13.03.23;VMM;1;32;34,0;HM
3;11;2023;13.03.23;VMM;1;33;33,52;HM
3;11;2023;13.03.23;VMM;1;34;33,18;HM
3;11;2023;13.03.23;VMM;1;35;34,46;HM
3;11;2023;13.03.23;VMM;1;36;29,54;HM
3;11;2023;13.03.23;VMM;1;38;30,02;HM
3;11;2023;13.03.23;VMM;1;39;33,33;HM
3;11;2023;13.03.23;VMM;1;41;34,88;HM
3;11;2023;13.03.23;VMM;1;46;30,58;HM
3;11;2023;13.03.23;VMM;1;47;34,18;HM
3;11;2023;13.03.23;VMN;1;1;45,55;HM
3;11;2023;13.03.23;VMN;1;2;35,28;HM
3;11;2023;13.03.23;VMN;1;3;35,85;HM
3;11;2023;13.03.23;VMN;1;6;30,6;HM
3;11;2023;13.03.23;VMN;1;8;35,42;HM
3;11;2023;13.03.23;VMN;1;9;33,4;HM
3;11;2023;13.03.23;VMN;1;10;57,03;HM
3;11;2023;13.03.23;VMN;1;11;36,24;HM
3;11;2023;13.03.23;VMN;1;21;41,52;HM
3;11;2023;13.03.23;VMN;1;33;35,8;HM
3;11;2023;13.03.23;VMN;1;36;34,81;HM
3;11;2023;13.03.23;VMN;1;37;34,1;HM
3;11;2023;13.03.23;VMN;1;43;34,1;HM
3;11;2023;13.03.23;VMN;1;47;35,67;HM
3;11;2023;14.03.23;VMF;1;3;33,08;HM
3;11;2023;14.03.23;VMF;1;5;44,81;HM
3;11;2023;14.03.23;VMF;1;6;29,1;HM
3;11;2023;14.03.23;VMF;1;7;33,96;HM
3;11;2023;14.03.23;VMF;1;10;35,07;HM
3;11;2023;14.03.23;VMF;1;12;35,81;HM
3;11;2023;14.03.23;VMF;1;14;33,11;HM
3;11;2023;14.03.23;VMF;1;16;34,38;HM
3;11;2023;14.03.23;VMF;1;17;31,91;HM
3;11;2023;14.03.23;VMF;1;18;35,56;HM
3;11;2023;14.03.23;VMF;1;19;30,89;HM
3;11;2023;14.03.23;VMF;1;23;33,83;HM
3;11;2023;14.03.23;VMF;1;24;31,32;HM
3;11;2023;14.03.23;VMF;1;26;42,76;HM
3;11;2023;14.03.23;VMF;1;29;34,53;HM
3;11;2023;14.03.23;VMF;1;30;30,4;HM
3;11;2023;14.03.23;VMF;1;31;43,31;HM
3;11;2023;14.03.23;VMF;1;37;35,01;HM
3;11;2023;14.03.23;VMF;1;39;40,06;HM
3;11;2023;14.03.23;VMF;1;44;29,15;HM
3;11;2023;14.03.23;VMF;1;53;35,29;HM
3;11;2023;14.03.23;VMG;1;2;33,63;HM
3;11;2023;14.03.23;VMG;1;4;35,16;HM
3;11;2023;14.03.23;VMG;1;5;32,87;HM
3;11;2023;14.03.23;VMG;1;7;57,75;HM
3;11;2023;14.03.23;VMG;1;9;29,68;HM
3;11;2023;14.03.23;VMG;1;10;47,12;HM
3;11;2023;14.03.23;VMG;1;11;46,62;HM
3;11;2023;14.03.23;VMG;1;12;34,78;HM
3;11;2023;14.03.23;VMG;1;15;31,57;HM
3;11;2023;14.03.23;VMG;1;16;50,53;HM
3;11;2023;14.03.23;VMG;1;17;36,04;HM
3;11;2023;14.03.23;VMG;1;20;29,18;HM
3;11;2023;14.03.23;VMG;1;21;35,3;HM
3;11;2023;14.03.23;VMG;1;22;35,84;HM
3;11;2023;14.03.23;VMG;1;23;33,67;HM
3;11;2023;14.03.23;VMG;1;24;34,39;HM
3;11;2023;14.03.23;VMG;1;25;34,57;HM
3;11;2023;14.03.23;VMG;1;26;57,87;HM
3;11;2023;14.03.23;VMG;1;29;33,05;HM
3;11;2023;14.03.23;VMG;1;31;35,26;HM
3;11;2023;14.03.23;VMG;1;32;48,75;HM
3;11;2023;14.03.23;VMG;1;35;35,66;HM
3;11;2023;14.03.23;VMG;1;36;34,08;HM
3;11;2023;14.03.23;VMG;1;37;30,74;HM
3;11;2023;14.03.23;VMG;1;38;35,53;HM
3;11;2023;14.03.23;VMG;1;40;29,14;HM
3;11;2023;14.03.23;VMG;1;42;36,31;HM
3;11;2023;14.03.23;VMG;1;43;33,55;HM
3;11;2023;14.03.23;VMG;1;47;44,28;HM
3;11;2023;14.03.23;VMG;1;48;35,23;HM
3;11;2023;14.03.23;VMG;1;49;35,95;HM
3;11;2023;14.03.23;VMG;1;52;29,16;HM
3;11;2023;14.03.23;VMG;1;53;34,46;HM
3;11;2023;14.03.23;VMG;1;54;36,28;HM
3;11;2023;14.03.23;VMG;1;55;35,58;HM
3;11;2023;14.03.23;VMG;1;56;35,28;HM
3;11;2023;14.03.23;VMG;1;57;41,62;HM
3;11;2023;14.03.23;VMG;1;121;33,81;HM
3;11;2023;14.03.23;VMM;1;3;32,43;HM
3;11;2023;14.03.23;VMM;1;15;31,63;HM
3;11;2023;14.03.23;VMM;1;18;34,63;HM
3;11;2023;14.03.23;VMM;1;21;32,57;HM
3;11;2023;14.03.23;VMM;1;23;31,14;HM
3;11;2023;14.03.23;VMM;1;27;31,46;HM
3;11;2023;14.03.23;VMM;1;31;32,29;HM
3;11;2023;14.03.23;VMM;1;32;31,82;HM
3;11;2023;14.03.23;VMM;1;33;30,91;HM
3;11;2023;14.03.23;VMM;1;34;35,02;HM
3;11;2023;14.03.23;VMM;1;40;33,25;HM
3;11;2023;14.03.23;VMM;1;41;35,42;HM
3;11;2023;14.03.23;VMM;1;44;36,1;HM
