Date,Temperature_Max (Â°C),Rain_Sum (mm),Snowfall_Sum (cm),Wind_Speed_Max (km/h),Daylight_Duration (s)
2020-04-01,8.5,0.0,0.0,19.6,46899.93
2020-04-02,9.1,0.0,0.0,21.9,47142.46
2020-04-03,10.0,0.0,0.0,25.5,47383.7
2020-04-04,11.3,0.0,0.0,11.1,47625.33
2020-04-05,15.1,0.0,0.0,19.1,47867.6
2020-04-06,20.1,0.0,0.0,20.7,48110.35
2020-04-07,18.6,0.0,0.0,16.5,48353.46
2020-04-08,20.9,0.0,0.0,12.8,48596.77
2020-04-09,17.6,0.0,0.0,22.7,48840.14
2020-04-10,14.7,0.0,0.0,14.4,49083.43
2020-04-11,14.2,0.0,0.0,9.0,49326.49
2020-04-12,21.8,0.0,0.0,15.3,49569.16
2020-04-13,9.9,1.1,0.0,27.7,49811.29
2020-04-14,9.8,0.0,0.0,21.9,50052.71
2020-04-15,14.6,0.0,0.0,24.6,50293.27
2020-04-16,16.8,0.0,0.0,15.9,50532.79
2020-04-17,15.9,0.0,0.0,14.8,50771.09
2020-04-18,16.2,0.0,0.0,19.9,51008.02
2020-04-19,12.8,0.0,0.0,21.3,51243.37
2020-04-20,14.8,0.0,0.0,21.2,51476.96
2020-04-21,16.7,0.0,0.0,24.5,51708.59
2020-04-22,18.2,0.0,0.0,16.8,51938.08
2020-04-23,20.4,0.0,0.0,9.8,52165.46
2020-04-24,21.6,0.0,0.0,24.8,52392.43
2020-04-25,14.2,0.1,0.0,23.7,52619.16
2020-04-26,17.2,0.0,0.0,14.6,52845.51
2020-04-27,21.8,0.0,0.0,18.0,53071.31
2020-04-28,22.6,0.1,0.0,17.1,53296.39
2020-04-29,17.1,1.9,0.0,15.0,53520.56
2020-04-30,17.5,0.9,0.0,18.7,53743.66
2020-05-01,16.8,4.1,0.0,25.5,53965.48
2020-05-02,15.4,6.5,0.0,18.4,54185.83
2020-05-03,14.6,0.4,0.0,20.6,54404.52
2020-05-04,12.7,4.5,0.0,15.0,54621.34
2020-05-05,11.9,0.7,0.0,21.3,54836.07
2020-05-06,16.1,0.0,0.0,20.9,55048.5
2020-05-07,15.8,0.0,0.0,18.7,55258.4
2020-05-08,20.5,0.0,0.0,14.8,55465.54
2020-05-09,21.8,0.0,0.0,15.3,55669.67
2020-05-10,23.7,0.3,0.0,16.6,55870.56
2020-05-11,15.4,7.8,0.0,26.3,56067.95
2020-05-12,11.2,0.2,0.0,23.4,56261.58
2020-05-13,13.6,0.7,0.0,20.0,56451.42
2020-05-14,14.1,0.7,0.0,19.9,56638.99
2020-05-15,14.6,0.0,0.0,21.8,56824.45
2020-05-16,14.6,0.0,0.0,23.4,57007.62
2020-05-17,17.6,0.0,0.0,22.0,57188.29
2020-05-18,21.2,0.0,0.0,22.7,57366.28
2020-05-19,18.7,0.0,0.0,21.7,57541.38
2020-05-20,20.1,0.0,0.0,17.5,57713.38
2020-05-21,20.0,0.0,0.0,18.4,57882.07
2020-05-22,22.6,1.6,0.0,21.4,58047.26
2020-05-23,19.1,5.7,0.0,20.9,58208.68
2020-05-24,16.2,8.5,0.0,27.5,58366.15
2020-05-25,13.9,1.1,0.0,22.7,58519.42
2020-05-26,19.2,0.2,0.0,14.0,58668.25
2020-05-27,20.8,0.9,0.0,18.1,58812.41
2020-05-28,19.4,0.6,0.0,22.2,58951.66
2020-05-29,19.6,0.0,0.0,17.2,59085.76
2020-05-30,17.1,0.0,0.0,28.6,59214.45
2020-05-31,21.4,0.0,0.0,24.6,59337.5
2020-06-01,23.4,0.0,0.0,23.9,59454.64
2020-06-02,26.4,0.0,0.0,20.0,59565.78
2020-06-03,24.0,0.0,0.0,10.7,59671.84
2020-06-04,24.7,3.4,0.0,24.8,59772.9
2020-06-05,17.4,3.5,0.0,27.0,59868.86
2020-06-06,18.5,0.8,0.0,26.2,59959.59
2020-06-07,19.5,0.6,0.0,15.5,60044.97
2020-06-08,20.4,0.0,0.0,12.5,60124.92
2020-06-09,21.6,0.0,0.0,16.6,60199.29
2020-06-10,21.5,0.1,0.0,19.5,60268.0
2020-06-11,20.1,10.6,0.0,13.2,60330.95
2020-06-12,26.2,1.0,0.0,16.4,60388.0
2020-06-13,28.1,1.0,0.0,19.4,60439.09
2020-06-14,24.4,4.4,0.0,21.5,60484.12
2020-06-15,24.2,0.0,0.0,16.4,60522.98
2020-06-16,25.6,0.0,0.0,9.7,60555.6
2020-06-17,27.7,0.0,0.0,17.6,60581.89
2020-06-18,25.8,0.1,0.0,14.9,60601.77
2020-06-19,20.7,4.2,0.0,15.6,60615.19
2020-06-20,19.4,7.9,0.0,26.3,60622.05
2020-06-21,22.8,4.3,0.0,22.4,60622.31
2020-06-22,25.2,0.0,0.0,23.5,60615.89
2020-06-23,23.8,0.0,0.0,16.4,60602.68
2020-06-24,24.7,0.0,0.0,17.9,60582.73
2020-06-25,27.4,0.4,0.0,21.2,60556.14
2020-06-26,27.3,7.0,0.0,16.5,60523.02
2020-06-27,30.4,0.1,0.0,17.1,60483.47
2020-06-28,28.9,1.5,0.0,21.2,60437.63
2020-06-29,23.3,0.3,0.0,17.4,60385.61
2020-06-30,23.0,0.0,0.0,29.1,60327.52
2020-07-01,22.7,7.2,0.0,23.7,60263.49
2020-07-02,22.9,1.0,0.0,17.3,60193.66
2020-07-03,22.1,1.4,0.0,19.9,60118.16
2020-07-04,25.1,1.9,0.0,24.7,60037.12
2020-07-05,26.9,1.2,0.0,33.7,59950.69
2020-07-06,20.3,0.7,0.0,31.9,59859.0
2020-07-07,19.3,0.5,0.0,21.3,59762.17
2020-07-08,17.9,0.4,0.0,19.4,59660.38
2020-07-09,19.9,4.6,0.0,20.5,59553.74
2020-07-10,25.2,9.6,0.0,29.7,59442.4
2020-07-11,19.4,0.0,0.0,16.9,59326.52
2020-07-12,19.8,0.0,0.0,18.0,59206.03
2020-07-13,22.4,0.0,0.0,11.4,59079.87
2020-07-14,27.0,0.0,0.0,13.4,58948.06
2020-07-15,17.1,12.7,0.0,16.2,58810.84
2020-07-16,20.0,2.5,0.0,16.7,58668.49
2020-07-17,20.7,5.1,0.0,19.2,58521.25
2020-07-18,25.5,0.0,0.0,8.7,58369.38
2020-07-19,28.4,0.1,0.0,8.7,58213.12
2020-07-20,24.8,2.8,0.0,22.7,58052.73
2020-07-21,21.7,0.0,0.0,16.9,57888.43
2020-07-22,21.3,0.3,0.0,16.3,57720.48
2020-07-23,22.9,1.0,0.0,11.4,57549.11
2020-07-24,27.7,0.0,0.0,25.5,57374.53
2020-07-25,24.7,1.2,0.0,10.4,57196.95
2020-07-26,23.5,3.2,0.0,21.4,57016.61
2020-07-27,24.8,0.5,0.0,14.9,56833.71
2020-07-28,27.3,0.5,0.0,22.5,56648.46
2020-07-29,22.4,0.0,0.0,28.5,56461.04
2020-07-30,23.2,0.1,0.0,16.2,56271.68
2020-07-31,26.5,0.0,0.0,14.5,56080.53
2020-08-01,28.9,0.0,0.0,14.0,55887.54
2020-08-02,29.5,3.1,0.0,13.9,55691.17
2020-08-03,23.3,0.1,0.0,16.0,55491.31
2020-08-04,23.1,0.0,0.0,16.2,55288.22
2020-08-05,27.6,0.0,0.0,13.1,55082.14
2020-08-06,29.9,0.0,0.0,15.3,54873.31
2020-08-07,32.4,0.0,0.0,14.1,54661.95
2020-08-08,35.5,0.0,0.0,9.4,54448.28
2020-08-09,35.2,0.3,0.0,20.9,54232.53
2020-08-10,31.0,0.1,0.0,18.4,54014.91
2020-08-11,31.6,0.0,0.0,18.5,53795.61
2020-08-12,30.7,0.0,0.0,15.2,53574.84
2020-08-13,31.7,0.1,0.0,15.5,53352.79
2020-08-14,28.3,0.2,0.0,17.7,53129.63
2020-08-15,30.1,0.0,0.0,19.1,52905.56
2020-08-16,30.5,0.0,0.0,18.9,52680.75
2020-08-17,30.4,0.0,0.0,19.2,52455.36
2020-08-18,23.9,3.3,0.0,15.9,52229.57
2020-08-19,26.5,0.7,0.0,13.5,52003.54
2020-08-20,31.2,0.0,0.0,18.2,51777.41
2020-08-21,35.6,0.0,0.0,19.6,51551.1
2020-08-22,25.9,4.6,0.0,19.8,51322.99
2020-08-23,23.8,0.0,0.0,25.0,51092.9
2020-08-24,22.5,0.3,0.0,20.0,50861.03
2020-08-25,23.0,0.2,0.0,18.8,50627.56
2020-08-26,19.5,11.2,0.0,34.7,50392.66
2020-08-27,19.2,1.0,0.0,32.9,50156.5
2020-08-28,21.2,2.5,0.0,19.3,49919.25
2020-08-29,22.6,0.0,0.0,15.4,49681.07
2020-08-30,22.7,9.0,0.0,13.9,49442.12
2020-08-31,21.3,2.3,0.0,14.6,49202.54
2020-09-01,18.4,0.1,0.0,15.8,48962.49
2020-09-02,17.7,3.6,0.0,13.7,48722.12
2020-09-03,21.2,4.6,0.0,19.6,48481.57
2020-09-04,21.5,3.9,0.0,18.1,48240.98
2020-09-05,18.7,7.3,0.0,17.9,48000.49
2020-09-06,18.2,0.1,0.0,20.5,47760.23
2020-09-07,18.2,0.0,0.0,17.1,47520.35
2020-09-08,20.9,0.0,0.0,26.2,47280.96
2020-09-09,24.2,0.1,0.0,21.4,47042.2
2020-09-10,18.5,1.2,0.0,19.6,46803.95
2020-09-11,21.5,0.0,0.0,10.2,46564.61
2020-09-12,25.9,0.0,0.0,21.6,46323.97
2020-09-13,23.9,0.0,0.0,17.2,46082.19
2020-09-14,28.2,0.0,0.0,10.6,45839.42
2020-09-15,30.3,0.0,0.0,15.6,45595.79
2020-09-16,28.9,0.2,0.0,20.4,45351.46
2020-09-17,18.4,0.3,0.0,17.2,45106.56
2020-09-18,19.1,0.0,0.0,9.1,44861.23
2020-09-19,20.6,0.0,0.0,14.9,44615.62
2020-09-20,21.3,0.0,0.0,14.7,44369.84
2020-09-21,24.0,0.0,0.0,11.0,44124.06
2020-09-22,25.9,0.0,0.0,11.5,43878.39
2020-09-23,26.4,0.0,0.0,12.6,43632.98
2020-09-24,21.9,0.0,0.0,23.7,43387.96
2020-09-25,15.0,11.5,0.0,15.8,43143.46
2020-09-26,12.0,24.3,0.0,28.2,42899.63
2020-09-27,11.4,1.1,0.0,13.6,42656.59
2020-09-28,17.4,0.2,0.0,13.0,42414.5
2020-09-29,17.7,0.0,0.0,8.9,42173.47
2020-09-30,18.2,0.0,0.0,9.0,41933.4
2020-10-01,16.5,0.2,0.0,10.3,41692.58
2020-10-02,17.0,0.0,0.0,22.9,41450.78
2020-10-03,21.6,0.8,0.0,23.8,41208.17
2020-10-04,18.7,0.0,0.0,23.0,40964.89
2020-10-05,15.6,0.8,0.0,14.9,40721.1
2020-10-06,16.2,0.6,0.0,22.7,40476.94
2020-10-07,15.8,5.7,0.0,17.7,40232.57
2020-10-08,14.8,3.9,0.0,23.7,39988.15
2020-10-09,15.0,4.3,0.0,21.8,39743.84
2020-10-10,12.3,0.5,0.0,21.6,39499.79
2020-10-11,11.3,0.1,0.0,19.3,39256.16
2020-10-12,11.4,0.4,0.0,13.0,39013.13
2020-10-13,12.0,0.0,0.0,19.2,38770.84
2020-10-14,10.5,13.6,0.0,33.1,38529.49
2020-10-15,12.0,0.8,0.0,29.2,38289.24
2020-10-16,11.3,1.0,0.0,18.3,38050.26
2020-10-17,11.1,0.8,0.0,11.1,37812.74
2020-10-18,9.7,0.2,0.0,23.6,37576.88
2020-10-19,11.4,0.0,0.0,15.5,37342.84
2020-10-20,11.9,0.9,0.0,20.9,37110.54
2020-10-21,16.1,2.8,0.0,24.3,36878.05
2020-10-22,19.1,0.1,0.0,24.7,36645.16
2020-10-23,16.7,7.6,0.0,14.8,36412.05
2020-10-24,16.1,0.0,0.0,23.2,36178.91
2020-10-25,16.7,0.0,0.0,20.5,35945.92
2020-10-26,12.6,2.5,0.0,13.7,35713.3
2020-10-27,12.6,0.0,0.0,21.8,35481.23
2020-10-28,13.1,0.0,0.0,21.1,35249.94
2020-10-29,11.1,1.9,0.0,26.3,35019.64
2020-10-30,13.4,9.9,0.0,23.3,34790.53
2020-10-31,15.1,4.0,0.0,16.7,34562.86
2020-11-01,14.4,1.4,0.0,18.5,34336.84
2020-11-02,19.9,7.6,0.0,21.1,34112.72
2020-11-03,17.4,0.3,0.0,19.9,33890.75
2020-11-04,11.0,0.0,0.0,19.8,33671.17
2020-11-05,10.2,0.0,0.0,18.2,33454.25
2020-11-06,11.8,0.2,0.0,16.7,33240.24
2020-11-07,11.0,0.0,0.0,11.6,33029.43
2020-11-08,10.1,0.0,0.0,12.2,32822.1
2020-11-09,7.1,0.0,0.0,15.0,32618.21
2020-11-10,7.2,0.0,0.0,14.8,32415.74
2020-11-11,7.4,0.0,0.0,10.3,32214.49
2020-11-12,9.9,0.7,0.0,15.2,32014.66
2020-11-13,10.8,0.0,0.0,13.2,31816.5
2020-11-14,13.9,0.3,0.0,12.2,31620.25
2020-11-15,14.2,0.0,0.0,19.6,31426.16
2020-11-16,11.6,2.1,0.0,19.6,31234.49
2020-11-17,10.7,2.7,0.0,19.5,31045.5
2020-11-18,12.1,0.1,0.0,19.5,30859.45
2020-11-19,12.1,0.5,0.0,29.6,30676.62
2020-11-20,5.9,0.2,0.0,20.5,30497.29
2020-11-21,6.3,0.2,0.0,23.6,30321.76
2020-11-22,9.9,0.9,0.0,25.0,30150.32
2020-11-23,8.4,0.0,0.0,25.6,29983.26
2020-11-24,6.6,0.0,0.0,15.5,29820.91
2020-11-25,4.2,0.0,0.0,14.4,29663.57
2020-11-26,7.3,0.1,0.0,15.2,29511.56
2020-11-27,6.9,0.2,0.0,8.1,29365.21
2020-11-28,5.4,0.0,0.0,9.1,29224.85
2020-11-29,5.1,0.0,0.0,13.4,29090.54
2020-11-30,3.0,0.0,0.0,13.6,28960.76
2020-12-01,4.0,0.0,0.07,14.5,28835.32
2020-12-02,2.1,0.0,0.0,14.5,28714.43
2020-12-03,0.4,0.0,0.07,20.0,28598.24
2020-12-04,4.0,0.0,0.0,20.6,28486.96
2020-12-05,7.7,0.0,0.0,18.5,28380.77
2020-12-06,10.7,0.0,0.0,25.2,28279.83
2020-12-07,10.0,0.2,0.0,26.2,28184.36
2020-12-08,6.7,0.0,0.0,15.4,28094.53
2020-12-09,4.5,2.3,0.0,17.8,28010.51
2020-12-10,0.8,0.0,0.0,16.5,27932.5
2020-12-11,1.4,0.0,0.0,20.4,27860.68
2020-12-12,3.8,0.0,0.0,15.9,27795.22
2020-12-13,4.0,0.0,0.0,8.9,27736.31
2020-12-14,7.0,0.0,0.0,18.0,27684.11
2020-12-15,7.2,0.0,0.0,15.9,27638.78
2020-12-16,8.7,0.0,0.0,17.8,27600.51
2020-12-17,8.0,1.0,0.0,18.8,27569.44
2020-12-18,7.6,0.0,0.0,14.1,27545.72
2020-12-19,5.9,0.0,0.0,14.9,27529.47
2020-12-20,4.9,0.4,0.0,14.6,27520.45
2020-12-21,6.2,0.6,0.0,19.4,27518.52
2020-12-22,12.7,11.6,0.0,29.0,27523.64
2020-12-23,9.1,4.2,0.0,13.4,27535.73
2020-12-24,9.9,3.5,0.0,27.7,27554.71
2020-12-25,4.0,0.1,0.0,16.8,27580.49
2020-12-26,2.1,0.1,0.0,23.4,27612.99
2020-12-27,2.5,0.0,0.0,32.0,27652.11
2020-12-28,4.4,0.2,0.0,20.5,27697.75
2020-12-29,4.0,1.0,0.7,18.9,27749.81
2020-12-30,4.6,0.0,0.0,18.0,27808.18
2020-12-31,4.1,0.2,0.0,14.8,27872.74
2021-01-01,2.2,0.4,0.21,9.6,27943.4
2021-01-02,2.7,0.0,0.0,11.7,28020.02
2021-01-03,0.8,0.4,7.42,21.7,28102.48
2021-01-04,1.3,0.4,2.24,18.3,28190.67
2021-01-05,2.8,0.4,0.14,18.1,28284.46
2021-01-06,2.9,3.0,0.28,17.2,28383.72
2021-01-07,1.7,0.7,0.28,18.5,28488.32
2021-01-08,1.5,0.2,0.07,11.3,28598.34
2021-01-09,2.4,0.2,0.0,10.6,28714.99
2021-01-10,1.5,0.0,0.0,16.6,28838.25
2021-01-11,2.1,0.0,0.77,25.0,28967.81
2021-01-12,2.2,4.5,1.68,27.0,29103.37
2021-01-13,3.0,0.9,1.61,30.2,29244.62
2021-01-14,2.7,0.0,2.52,27.8,29391.27
2021-01-15,0.4,0.0,0.28,20.0,29543.01
2021-01-16,-1.0,0.0,0.14,18.5,29699.56
2021-01-17,-0.5,0.0,0.0,10.7,29860.63
2021-01-18,2.0,3.0,1.19,20.8,30025.94
2021-01-19,4.8,6.1,2.52,20.8,30195.21
2021-01-20,7.8,0.3,0.0,25.7,30368.17
2021-01-21,12.4,0.3,0.0,29.5,30544.55
2021-01-22,10.2,0.1,0.0,33.7,30724.1
2021-01-23,2.4,2.4,0.77,16.1,30906.57
2021-01-24,1.4,1.4,2.1,11.2,31091.69
2021-01-25,2.5,0.2,0.07,15.2,31279.24
2021-01-26,2.6,0.1,0.0,18.1,31468.98
2021-01-27,3.8,0.0,0.07,15.0,31660.68
2021-01-28,3.5,0.8,0.14,19.3,31854.43
2021-01-29,-0.4,0.0,0.84,14.6,32052.22
2021-01-30,1.3,0.0,2.38,15.9,32254.17
2021-01-31,-0.6,0.0,0.0,12.7,32459.96
2021-02-01,0.7,0.0,0.0,18.5,32669.31
2021-02-02,1.5,1.0,0.7,13.7,32881.9
2021-02-03,8.0,12.2,0.0,22.4,33097.46
2021-02-04,6.9,1.6,0.77,24.0,33315.7
2021-02-05,0.8,0.0,1.89,21.3,33536.35
2021-02-06,-0.2,0.0,0.14,28.6,33759.14
2021-02-07,-4.4,0.1,2.59,33.0,33983.83
2021-02-08,-7.2,0.0,3.71,28.0,34210.15
2021-02-09,-7.0,0.0,0.35,11.0,34437.87
2021-02-10,-5.7,0.0,0.07,9.6,34666.75
2021-02-11,-3.2,0.0,0.63,13.1,34896.56
2021-02-12,-3.3,0.0,0.0,15.2,35127.08
2021-02-13,-1.2,0.0,0.0,15.6,35358.09
2021-02-14,-4.2,0.0,0.0,13.2,35589.38
2021-02-15,-0.7,0.0,2.31,21.1,35820.73
2021-02-16,2.3,0.7,0.98,16.4,36051.96
2021-02-17,7.2,1.2,0.0,21.3,36283.17
2021-02-18,10.2,0.0,0.0,20.1,36516.4
2021-02-19,9.3,3.7,0.0,25.4,36751.86
2021-02-20,12.3,0.0,0.0,16.2,36989.33
2021-02-21,14.7,0.0,0.0,14.0,37228.6
2021-02-22,11.3,0.0,0.0,12.2,37469.46
2021-02-23,16.5,0.0,0.0,13.0,37711.71
2021-02-24,17.9,0.0,0.0,13.2,37955.16
2021-02-25,17.8,0.0,0.0,15.1,38199.59
2021-02-26,9.7,4.1,0.0,18.7,38444.84
2021-02-27,7.4,0.0,0.0,19.6,38690.71
2021-02-28,6.0,0.0,0.0,14.1,38937.02
2021-03-01,7.4,0.0,0.0,9.7,39183.59
2021-03-02,10.7,0.0,0.0,10.0,39430.26
2021-03-03,13.4,0.0,0.0,15.3,39676.84
2021-03-04,5.8,0.0,0.0,16.6,39923.17
2021-03-05,5.5,0.0,0.07,16.3,40169.07
2021-03-06,3.6,0.0,0.0,18.4,40414.39
2021-03-07,4.1,0.7,0.0,25.6,40658.95
2021-03-08,5.2,0.3,0.0,13.3,40902.6
2021-03-09,5.6,0.0,0.0,9.6,41145.45
2021-03-10,7.3,0.0,0.0,16.5,41389.34
2021-03-11,10.2,6.7,0.0,33.0,41634.52
2021-03-12,9.6,2.5,0.0,29.6,41880.82
2021-03-13,9.6,5.0,0.0,35.0,42128.08
2021-03-14,8.3,4.8,0.0,38.5,42376.17
2021-03-15,7.7,4.9,0.0,21.6,42624.92
2021-03-16,7.0,1.0,0.0,26.3,42874.2
2021-03-17,5.3,0.9,0.07,15.5,43123.84
2021-03-18,6.7,2.1,0.63,11.7,43373.7
2021-03-19,4.1,0.5,0.7,27.5,43623.64
2021-03-20,3.4,0.0,0.07,20.8,43873.51
2021-03-21,9.2,2.1,0.0,30.4,44123.16
2021-03-22,9.5,0.0,0.0,13.0,44372.45
2021-03-23,7.6,0.0,0.0,15.9,44621.21
2021-03-24,11.3,0.0,0.0,14.8,44869.32
2021-03-25,14.4,0.0,0.0,12.1,45116.61
2021-03-26,15.1,1.0,0.0,10.7,45362.93
2021-03-27,10.4,2.8,0.0,29.2,45608.12
2021-03-28,11.2,0.1,0.0,24.7,45852.04
2021-03-29,17.7,0.1,0.0,19.7,46094.78
2021-03-30,20.0,0.0,0.0,13.1,46338.06
2021-03-31,21.7,0.0,0.0,11.6,46582.11
2021-04-01,17.0,1.0,0.0,25.0,46826.8
2021-04-02,11.7,0.0,0.0,25.3,47071.98
2021-04-03,9.0,0.5,0.0,22.0,47317.52
2021-04-04,9.7,0.0,0.0,21.6,47563.27
2021-04-05,6.3,4.0,0.0,32.7,47809.11
2021-04-06,6.0,0.7,1.12,25.1,48054.86
2021-04-07,6.4,0.5,0.28,28.7,48300.39
2021-04-08,7.3,0.1,0.49,30.2,48545.55
2021-04-09,12.3,0.0,0.0,25.6,48790.19
2021-04-10,9.6,4.9,0.0,15.5,49034.15
2021-04-11,18.9,2.9,0.0,23.5,49277.27
2021-04-12,8.0,0.9,0.0,19.3,49519.38
2021-04-13,8.6,0.4,0.0,18.1,49760.31
2021-04-14,7.9,0.4,0.0,17.7,49999.91
2021-04-15,7.1,1.4,0.42,25.6,50237.98
2021-04-16,10.3,0.4,0.0,20.3,50474.34
2021-04-17,13.5,1.9,0.0,14.1,50708.81
2021-04-18,12.0,6.1,0.0,12.1,50941.46
2021-04-19,16.6,0.2,0.0,12.8,51173.96
2021-04-20,16.8,0.1,0.0,12.3,51406.55
2021-04-21,15.9,0.1,0.0,20.0,51639.05
2021-04-22,10.4,0.8,0.0,27.7,51871.3
2021-04-23,12.3,0.0,0.0,25.5,52103.16
2021-04-24,10.2,0.0,0.0,15.7,52334.44
2021-04-25,9.7,0.7,0.0,17.7,52564.99
2021-04-26,9.1,0.0,0.0,15.2,52794.62
2021-04-27,11.9,0.0,0.0,16.6,53023.15
2021-04-28,16.6,0.0,0.0,15.6,53250.4
2021-04-29,16.2,2.4,0.0,24.0,53476.17
2021-04-30,11.1,0.3,0.0,21.7,53700.27
2021-05-01,12.6,0.1,0.0,10.4,53922.48
2021-05-02,11.7,10.0,0.0,21.6,54142.61
2021-05-03,10.6,1.6,0.0,25.3,54360.42
2021-05-04,14.2,1.0,0.0,35.9,54575.7
2021-05-05,12.5,2.2,0.0,35.2,54788.21
2021-05-06,10.9,0.4,0.0,27.7,54997.72
2021-05-07,9.0,6.5,0.0,23.7,55203.99
2021-05-08,13.6,0.0,0.0,16.3,55407.0
2021-05-09,24.4,0.0,0.0,18.3,55608.35
2021-05-10,28.1,0.0,0.0,16.7,55808.21
2021-05-11,27.2,2.2,0.0,20.5,56006.39
2021-05-12,15.9,7.4,0.0,15.9,56202.71
2021-05-13,13.4,10.1,0.0,20.0,56396.98
2021-05-14,12.4,3.0,0.0,23.9,56588.97
2021-05-15,17.5,3.4,0.0,22.6,56778.51
2021-05-16,16.3,1.0,0.0,15.5,56965.36
2021-05-17,17.6,1.0,0.0,12.0,57149.32
2021-05-18,14.9,1.5,0.0,18.7,57330.16
2021-05-19,16.2,1.5,0.0,19.1,57507.65
2021-05-20,16.0,0.4,0.0,18.5,57681.55
2021-05-21,19.3,0.5,0.0,27.0,57851.64
2021-05-22,16.8,2.3,0.0,31.0,58017.65
2021-05-23,15.7,5.1,0.0,20.4,58179.34
2021-05-24,20.4,0.0,0.0,23.0,58336.46
2021-05-25,15.6,3.0,0.0,25.7,58488.74
2021-05-26,15.3,4.0,0.0,24.0,58635.91
2021-05-27,15.3,5.0,0.0,26.7,58777.73
2021-05-28,15.8,0.5,0.0,16.9,58914.08
2021-05-29,16.8,0.1,0.0,24.1,59046.11
2021-05-30,18.7,0.0,0.0,23.0,59173.91
2021-05-31,20.3,0.0,0.0,10.5,59297.35
2021-06-01,22.9,0.0,0.0,17.4,59416.26
2021-06-02,23.8,0.3,0.0,18.5,59530.5
2021-06-03,26.0,0.0,0.0,18.2,59639.9
2021-06-04,23.2,0.1,0.0,18.2,59744.32
2021-06-05,27.3,0.0,0.0,16.7,59843.6
2021-06-06,27.3,0.0,0.0,14.2,59937.6
2021-06-07,26.4,0.0,0.0,11.4,60026.16
2021-06-08,25.9,0.0,0.0,15.3,60109.12
2021-06-09,26.3,0.0,0.0,10.2,60186.34
2021-06-10,27.5,0.2,0.0,15.8,60257.68
2021-06-11,26.8,0.0,0.0,18.6,60322.98
2021-06-12,20.4,3.5,0.0,26.8,60382.12
2021-06-13,19.0,0.1,0.0,25.1,60434.95
2021-06-14,25.8,0.0,0.0,11.2,60481.33
2021-06-15,24.6,1.2,0.0,14.8,60521.13
2021-06-16,27.2,0.0,0.0,15.9,60554.25
2021-06-17,32.7,0.0,0.0,18.6,60580.56
2021-06-18,33.5,0.0,0.0,19.3,60600.26
2021-06-19,34.6,0.0,0.0,14.6,60613.41
2021-06-20,33.0,1.5,0.0,22.2,60620.04
2021-06-21,30.9,2.5,0.0,19.6,60620.21
2021-06-22,21.3,0.0,0.0,17.8,60613.95
2021-06-23,20.7,0.7,0.0,12.4,60601.33
2021-06-24,20.5,3.7,0.0,12.8,60582.4
2021-06-25,22.9,0.1,0.0,10.5,60557.22
2021-06-26,25.6,0.3,0.0,19.7,60525.86
2021-06-27,25.9,0.0,0.0,8.7,60488.41
2021-06-28,29.9,0.0,0.0,12.6,60444.92
2021-06-29,29.2,0.4,0.0,12.9,60395.49
2021-06-30,19.7,41.3,0.0,23.4,60340.2
