Date,Temperature_Max (Â°C),Rain_Sum (mm),Snowfall_Sum (cm),Wind_Speed_Max (km/h),Daylight_Duration (s)
2021-07-01,17.6,28.7,0.0,24.4,60279.14
2021-07-02,22.5,0.3,0.0,16.6,60212.4
2021-07-03,23.1,0.2,0.0,14.6,60140.07
2021-07-04,24.5,0.0,0.0,12.3,60062.27
2021-07-05,22.9,0.9,0.0,14.0,59979.08
2021-07-06,28.6,0.2,0.0,24.5,59890.61
2021-07-07,21.8,12.9,0.0,15.1,59796.82
2021-07-08,21.9,1.5,0.0,10.8,59696.84
2021-07-09,20.4,12.0,0.0,23.0,59590.71
2021-07-10,23.4,4.7,0.0,24.6,59478.65
2021-07-11,26.0,0.0,0.0,15.1,59360.92
2021-07-12,25.2,3.3,0.0,16.9,59237.75
2021-07-13,28.3,0.2,0.0,15.8,59109.36
2021-07-14,26.7,1.1,0.0,17.4,58976.0
2021-07-15,25.2,0.6,0.0,11.7,58837.9
2021-07-16,28.1,0.2,0.0,14.3,58695.28
2021-07-17,26.5,4.5,0.0,19.5,58548.38
2021-07-18,25.6,0.0,0.0,17.7,58397.41
2021-07-19,19.7,0.1,0.0,16.6,58242.6
2021-07-20,20.2,0.2,0.0,13.8,58084.15
2021-07-21,21.4,0.2,0.0,14.6,57922.29
2021-07-22,21.9,1.1,0.0,12.4,57757.2
2021-07-23,24.0,1.5,0.0,14.4,57589.12
2021-07-24,28.0,0.0,0.0,16.1,57418.21
2021-07-25,28.7,2.0,0.0,17.4,57244.69
2021-07-26,28.6,1.0,0.0,12.2,57068.73
2021-07-27,26.3,0.2,0.0,18.2,56890.29
2021-07-28,24.1,1.9,0.0,17.6,56707.88
2021-07-29,23.9,0.4,0.0,29.8,56521.43
2021-07-30,25.7,0.0,0.0,27.0,56331.23
2021-07-31,24.2,0.0,0.0,30.1,56137.51
2021-08-01,21.7,0.8,0.0,14.7,55940.54
2021-08-02,21.7,0.0,0.0,25.2,55740.54
2021-08-03,20.9,0.8,0.0,9.9,55537.77
2021-08-04,21.6,3.1,0.0,16.3,55332.45
2021-08-05,22.8,2.6,0.0,16.8,55124.82
2021-08-06,23.8,3.9,0.0,17.1,54915.07
2021-08-07,23.4,3.7,0.0,14.5,54703.44
2021-08-08,22.8,0.3,0.0,23.7,54490.12
2021-08-09,23.2,0.6,0.0,17.2,54275.31
2021-08-10,22.0,4.8,0.0,16.3,54059.21
2021-08-11,21.8,0.9,0.0,14.9,53842.0
2021-08-12,26.5,0.0,0.0,10.7,53623.87
2021-08-13,28.7,0.0,0.0,17.7,53405.0
2021-08-14,26.5,0.1,0.0,20.6,53185.55
2021-08-15,25.4,0.0,0.0,16.6,52965.68
2021-08-16,23.8,3.7,0.0,27.0,52745.33
2021-08-17,18.2,1.5,0.0,37.2,52522.85
2021-08-18,19.2,0.6,0.0,26.8,52298.1
2021-08-19,20.7,0.3,0.0,24.9,52071.27
2021-08-20,20.6,3.5,0.0,19.6,51842.58
2021-08-21,21.9,0.2,0.0,11.4,51612.19
2021-08-22,22.3,8.2,0.0,17.7,51380.3
2021-08-23,20.7,5.8,0.0,26.3,51147.09
2021-08-24,20.6,0.0,0.0,22.3,50912.73
2021-08-25,22.3,3.5,0.0,24.9,50677.39
2021-08-26,16.7,6.2,0.0,18.8,50441.23
2021-08-27,16.2,7.7,0.0,18.5,50204.41
2021-08-28,18.8,1.9,0.0,10.5,49967.09
2021-08-29,19.1,19.9,0.0,11.4,49729.42
2021-08-30,17.1,4.8,0.0,19.5,49491.55
2021-08-31,19.8,0.8,0.0,23.7,49253.62
2021-09-01,21.3,0.0,0.0,16.9,49015.79
2021-09-02,20.9,0.0,0.0,15.5,48778.18
2021-09-03,22.7,0.0,0.0,18.9,48540.93
2021-09-04,18.4,0.2,0.0,11.2,48304.17
2021-09-05,21.6,0.0,0.0,15.0,48067.81
2021-09-06,22.0,0.0,0.0,12.9,47830.22
2021-09-07,21.4,0.0,0.0,10.4,47591.23
2021-09-08,23.9,0.0,0.0,10.3,47350.97
2021-09-09,25.9,0.0,0.0,13.4,47109.62
2021-09-10,25.0,0.5,0.0,12.6,46867.32
2021-09-11,22.7,0.6,0.0,13.4,46624.2
2021-09-12,21.6,0.2,0.0,16.0,46380.42
2021-09-13,19.4,0.4,0.0,16.1,46136.12
2021-09-14,21.6,0.0,0.0,15.1,45891.43
2021-09-15,24.7,5.8,0.0,19.5,45646.49
2021-09-16,18.5,0.2,0.0,19.8,45401.44
2021-09-17,17.1,0.2,0.0,20.8,45156.41
2021-09-18,17.9,0.3,0.0,18.7,44911.54
2021-09-19,15.8,0.1,0.0,13.5,44666.95
2021-09-20,15.2,0.0,0.0,9.8,44422.78
2021-09-21,15.5,1.2,0.0,19.4,44179.16
2021-09-22,16.7,0.1,0.0,18.2,43936.22
2021-09-23,19.1,1.5,0.0,33.2,43694.1
2021-09-24,17.3,0.1,0.0,27.7,43452.92
2021-09-25,21.0,0.6,0.0,21.2,43212.57
2021-09-26,23.9,0.3,0.0,16.5,42971.37
2021-09-27,21.4,0.0,0.0,14.6,42729.11
2021-09-28,17.2,1.1,0.0,16.1,42485.95
2021-09-29,16.4,9.3,0.0,18.3,42242.02
2021-09-30,14.7,0.9,0.0,24.7,41997.49
2021-10-01,17.7,0.0,0.0,18.5,41752.48
2021-10-02,19.6,0.0,0.0,19.9,41507.16
2021-10-03,21.9,0.0,0.0,22.8,41261.67
2021-10-04,17.3,1.4,0.0,13.0,41016.15
2021-10-05,15.8,10.8,0.0,17.6,40770.77
2021-10-06,16.1,0.1,0.0,14.5,40525.66
2021-10-07,17.1,0.0,0.0,9.7,40280.98
2021-10-08,15.8,0.0,0.0,13.4,40036.89
2021-10-09,14.4,0.0,0.0,16.2,39793.56
2021-10-10,13.4,0.0,0.0,13.0,39551.12
2021-10-11,13.7,0.2,0.0,18.9,39309.75
2021-10-12,11.8,3.4,0.0,23.2,39069.62
2021-10-13,11.7,0.1,0.0,14.7,38830.89
2021-10-14,12.8,1.8,0.0,18.7,38593.73
2021-10-15,13.8,3.8,0.0,29.7,38358.04
2021-10-16,11.2,0.6,0.0,13.8,38121.97
2021-10-17,11.9,1.3,0.0,15.6,37885.27
2021-10-18,15.5,0.2,0.0,14.4,37648.13
2021-10-19,15.9,1.6,0.0,19.2,37410.72
2021-10-20,18.9,4.8,0.0,35.6,37173.22
2021-10-21,16.4,8.0,0.0,47.9,36935.82
2021-10-22,10.3,4.8,0.0,42.5,36698.71
2021-10-23,10.9,0.0,0.0,27.7,36462.07
2021-10-24,12.0,0.0,0.0,15.2,36226.1
2021-10-25,11.4,0.0,0.0,13.7,35991.0
2021-10-26,13.6,0.2,0.0,21.4,35756.98
2021-10-27,14.9,0.0,0.0,20.5,35524.25
2021-10-28,15.3,0.0,0.0,15.1,35293.03
2021-10-29,14.1,0.0,0.0,13.0,35063.54
2021-10-30,14.7,0.0,0.0,18.4,34836.0
2021-10-31,16.9,0.0,0.0,18.4,34610.65
2021-11-01,12.3,4.1,0.0,16.7,34387.73
2021-11-02,11.0,3.5,0.0,10.6,34167.51
2021-11-03,10.5,0.0,0.0,12.2,33950.22
2021-11-04,8.7,32.2,0.0,37.1,33735.82
2021-11-05,9.7,5.5,0.0,30.6,33522.27
2021-11-06,11.3,0.1,0.0,26.3,33309.37
2021-11-07,10.2,1.3,0.0,28.8,33097.3
2021-11-08,10.3,3.0,0.0,24.6,32886.33
2021-11-09,10.8,0.3,0.0,12.0,32676.67
2021-11-10,8.4,0.1,0.0,9.6,32468.56
2021-11-11,7.7,0.0,0.0,9.5,32262.26
2021-11-12,8.3,0.0,0.0,16.8,32058.0
2021-11-13,8.4,0.0,0.0,13.2,31856.06
2021-11-14,6.5,1.0,0.0,14.2,31656.69
2021-11-15,6.5,0.0,0.0,15.3,31460.18
2021-11-16,8.2,0.0,0.0,12.7,31266.8
2021-11-17,7.4,0.3,0.0,22.6,31076.85
2021-11-18,9.7,2.1,0.0,27.1,30890.61
2021-11-19,12.1,0.6,0.0,27.4,30708.4
2021-11-20,11.4,0.8,0.0,23.8,30530.53
2021-11-21,9.1,1.0,0.0,22.4,30357.3
2021-11-22,5.7,0.0,0.0,15.6,30189.05
2021-11-23,7.1,0.2,0.0,18.1,30026.12
2021-11-24,7.6,0.4,0.0,13.4,29868.53
2021-11-25,5.5,0.0,0.0,18.0,29714.55
2021-11-26,5.6,0.1,0.07,16.0,29564.0
2021-11-27,3.3,2.1,0.14,12.6,29417.08
2021-11-28,3.3,0.0,0.0,9.8,29274.01
2021-11-29,3.0,0.9,0.28,15.5,29135.01
2021-11-30,5.7,4.4,0.7,33.8,29000.3
2021-12-01,8.4,5.6,0.0,36.7,28870.1
2021-12-02,6.0,0.0,0.0,38.3,28744.65
2021-12-03,3.1,0.1,0.49,26.2,28624.17
2021-12-04,2.7,1.2,1.61,21.5,28508.9
2021-12-05,1.5,0.3,2.73,17.1,28399.07
2021-12-06,2.2,0.0,0.14,12.8,28294.91
2021-12-07,1.0,0.0,0.0,20.2,28196.66
2021-12-08,0.5,0.0,0.14,23.1,28104.55
2021-12-09,-0.6,0.0,1.54,15.3,28018.81
2021-12-10,0.4,0.0,1.96,11.9,27939.69
2021-12-11,0.4,0.0,0.0,12.8,27867.41
2021-12-12,2.8,1.1,0.07,15.4,27802.19
2021-12-13,7.5,0.5,0.0,9.6,27744.27
2021-12-14,7.6,0.3,0.0,13.4,27693.74
2021-12-15,8.9,0.1,0.0,16.5,27649.98
2021-12-16,8.7,0.4,0.0,19.8,27612.86
2021-12-17,6.3,0.0,0.0,17.7,27582.38
2021-12-18,7.1,0.1,0.0,21.0,27558.55
2021-12-19,6.9,1.0,0.0,27.8,27541.38
2021-12-20,3.8,0.0,0.0,17.6,27530.87
2021-12-21,0.6,0.0,0.28,8.5,27527.0
2021-12-22,-0.2,0.0,0.0,13.5,27529.77
2021-12-23,0.7,0.1,3.64,15.5,27539.14
2021-12-24,3.6,9.4,1.33,18.4,27555.12
2021-12-25,-2.9,0.0,0.0,9.7,27577.65
2021-12-26,-3.5,0.0,0.0,17.9,27606.71
2021-12-27,-0.4,0.0,0.14,21.1,27642.26
2021-12-28,2.1,1.0,0.0,20.9,27684.25
2021-12-29,3.6,0.2,0.0,10.1,27732.63
2021-12-30,11.7,1.6,0.0,23.7,27787.35
2021-12-31,13.1,3.9,0.0,27.9,27848.37
2022-01-01,12.1,0.6,0.0,23.4,27915.6
2022-01-02,11.7,2.3,0.0,29.2,27988.99
2022-01-03,9.7,2.9,0.0,36.4,28068.61
2022-01-04,7.3,2.3,0.0,16.2,28155.34
2022-01-05,4.6,0.7,0.0,29.5,28249.12
2022-01-06,3.0,0.2,0.0,23.2,28349.69
2022-01-07,2.6,0.6,0.0,20.7,28456.78
2022-01-08,2.8,0.3,0.35,17.7,28570.12
2022-01-09,2.8,0.4,0.0,21.0,28689.46
2022-01-10,4.3,0.4,0.0,12.8,28814.51
2022-01-11,-0.5,0.0,0.0,12.5,28945.03
2022-01-12,2.2,0.0,0.0,16.3,29080.74
2022-01-13,5.5,0.0,0.0,23.1,29221.39
2022-01-14,6.9,0.1,0.0,32.5,29366.72
2022-01-15,3.0,0.0,0.0,10.9,29516.48
2022-01-16,4.1,0.3,0.0,25.1,29670.42
2022-01-17,5.9,2.1,0.0,36.0,29828.3
2022-01-18,5.6,0.0,0.0,17.4,29989.87
2022-01-19,4.5,0.0,0.0,28.7,30154.91
2022-01-20,4.6,0.4,0.7,31.5,30323.17
2022-01-21,2.4,0.4,0.98,21.9,30494.44
2022-01-22,3.8,1.5,0.0,19.5,30668.49
2022-01-23,6.2,0.4,0.0,14.9,30845.41
2022-01-24,5.6,0.0,0.0,11.6,31027.06
2022-01-25,4.5,0.0,0.0,14.4,31213.53
2022-01-26,4.1,0.5,0.0,22.7,31404.49
2022-01-27,6.0,0.9,0.0,33.7,31599.63
2022-01-28,6.3,0.1,0.0,36.6,31798.62
2022-01-29,8.6,7.1,0.07,38.9,32001.17
2022-01-30,7.1,0.2,0.0,44.4,32206.97
2022-01-31,3.4,0.4,0.28,19.0,32415.73
2022-02-01,5.8,3.8,1.26,32.9,32627.18
2022-02-02,6.3,0.4,0.0,39.7,32841.04
2022-02-03,6.3,3.0,0.0,16.8,33057.04
2022-02-04,8.1,1.9,0.0,34.4,33274.92
2022-02-05,5.4,1.3,0.07,33.2,33494.43
2022-02-06,7.5,8.6,0.0,36.0,33715.33
2022-02-07,6.0,1.5,0.07,32.4,33937.38
2022-02-08,8.4,1.6,0.0,28.7,34160.34
2022-02-09,9.4,0.8,0.0,24.5,34384.0
2022-02-10,9.5,1.9,0.0,18.0,34608.12
2022-02-11,5.4,0.7,0.0,18.6,34832.51
2022-02-12,4.9,0.0,0.0,16.8,35057.27
2022-02-13,7.4,0.0,0.0,18.4,35284.46
2022-02-14,12.4,0.0,0.0,22.3,35514.29
2022-02-15,8.8,0.1,0.0,23.5,35746.51
2022-02-16,10.0,6.6,0.0,35.2,35980.88
2022-02-17,11.9,7.1,0.0,49.7,36217.18
2022-02-18,10.3,3.9,0.0,42.0,36455.17
2022-02-19,6.9,0.7,0.0,46.8,36694.65
2022-02-20,8.1,7.7,0.0,29.9,36935.4
2022-02-21,9.0,5.2,0.0,42.7,37177.21
2022-02-22,7.2,3.8,0.0,30.1,37419.88
2022-02-23,9.0,0.1,0.0,32.7,37663.21
2022-02-24,10.4,0.6,0.0,34.0,37907.02
2022-02-25,6.4,1.6,0.98,32.8,38151.1
2022-02-26,6.6,0.1,0.0,19.2,38395.27
2022-02-27,6.0,0.0,0.0,12.9,38639.36
2022-02-28,5.0,0.0,0.0,13.0,38883.18
2022-03-01,6.7,0.0,0.0,14.7,39126.56
2022-03-02,6.5,0.0,0.0,8.9,39369.32
2022-03-03,3.1,0.0,0.0,13.0,39611.29
2022-03-04,4.5,0.0,0.0,15.8,39852.59
2022-03-05,4.5,0.1,0.0,11.7,40095.11
2022-03-06,2.2,0.0,0.0,13.5,40339.09
2022-03-07,7.9,0.0,0.0,17.7,40584.35
2022-03-08,8.6,0.0,0.0,8.7,40830.74
2022-03-09,10.4,0.0,0.0,10.1,41078.09
2022-03-10,7.7,0.0,0.0,22.1,41326.25
2022-03-11,6.9,0.0,0.0,27.2,41575.05
2022-03-12,9.6,0.0,0.0,20.8,41824.35
2022-03-13,11.1,0.0,0.0,21.5,42073.98
2022-03-14,12.1,0.9,0.0,16.7,42323.79
2022-03-15,11.9,0.6,0.0,15.0,42573.64
2022-03-16,11.1,0.0,0.0,16.0,42823.38
2022-03-17,12.3,0.2,0.0,18.7,43072.85
2022-03-18,12.1,0.0,0.0,15.2,43321.9
2022-03-19,9.7,0.2,0.0,24.3,43570.38
2022-03-20,11.0,0.0,0.0,24.0,43818.14
2022-03-21,12.7,0.0,0.0,19.7,44065.04
2022-03-22,15.4,0.0,0.0,12.5,44310.91
2022-03-23,16.9,0.0,0.0,13.4,44555.6
2022-03-24,14.8,0.0,0.0,12.2,44799.22
2022-03-25,15.9,0.0,0.0,13.6,45043.51
2022-03-26,12.6,0.1,0.0,21.9,45288.7
2022-03-27,14.6,0.0,0.0,9.8,45534.66
2022-03-28,15.1,0.0,0.0,15.9,45781.24
2022-03-29,11.8,0.0,0.0,21.4,46028.3
2022-03-30,8.2,0.0,0.0,20.2,46275.72
2022-03-31,6.5,0.0,0.07,26.2,46523.34
2022-04-01,7.1,0.0,0.28,28.4,46771.01
2022-04-02,5.0,0.0,0.0,27.3,47018.61
2022-04-03,6.9,0.0,0.0,20.8,47265.97
2022-04-04,7.8,5.1,0.07,42.4,47512.95
2022-04-05,8.7,3.8,0.0,29.9,47759.41
2022-04-06,11.9,1.5,0.0,31.6,48005.18
2022-04-07,14.5,11.3,0.0,43.5,48250.11
2022-04-08,8.9,3.8,0.42,36.2,48494.04
2022-04-09,9.4,0.8,0.0,31.6,48736.81
2022-04-10,8.3,1.7,0.35,27.6,48978.25
2022-04-11,11.0,0.0,0.0,19.1,49218.18
2022-04-12,15.4,0.0,0.0,17.4,49456.44
2022-04-13,20.6,0.0,0.0,17.0,49693.09
2022-04-14,16.9,4.7,0.0,14.4,49929.84
2022-04-15,10.3,1.7,0.0,23.1,50166.91
2022-04-16,11.9,0.0,0.0,22.1,50404.12
2022-04-17,14.0,0.0,0.0,13.8,50641.37
2022-04-18,14.7,0.0,0.0,13.8,50878.48
2022-04-19,13.5,0.0,0.0,24.1,51115.28
2022-04-20,14.1,0.1,0.0,22.0,51351.62
2022-04-21,13.0,0.5,0.0,20.6,51587.35
2022-04-22,13.2,0.6,0.0,25.6,51822.28
2022-04-23,16.8,0.0,0.0,20.9,52056.24
2022-04-24,16.7,0.2,0.0,24.4,52289.05
2022-04-25,13.7,0.5,0.0,19.7,52520.53
2022-04-26,16.2,0.0,0.0,15.0,52750.48
2022-04-27,16.4,0.0,0.0,12.2,52978.7
2022-04-28,16.5,0.0,0.0,13.0,53204.99
2022-04-29,18.4,0.0,0.0,10.7,53429.15
2022-04-30,18.6,0.1,0.0,12.6,53650.95
2022-05-01,16.4,0.0,0.0,14.0,53870.17
2022-05-02,18.8,0.0,0.0,14.2,54086.59
2022-05-03,18.5,0.0,0.0,15.9,54300.21
2022-05-04,19.2,0.8,0.0,10.5,54512.7
2022-05-05,18.4,14.2,0.0,13.9,54724.2
2022-05-06,19.4,0.0,0.0,9.7,54934.57
2022-05-07,22.0,0.7,0.0,18.9,55143.61
2022-05-08,19.3,0.2,0.0,16.6,55351.14
2022-05-09,21.2,0.0,0.0,12.4,55556.95
2022-05-10,26.0,0.0,0.0,18.6,55760.85
2022-05-11,27.4,4.6,0.0,28.7,55962.64
2022-05-12,19.3,0.9,0.0,32.4,56162.11
2022-05-13,18.6,0.1,0.0,31.0,56359.02
2022-05-14,19.9,0.0,0.0,27.7,56553.16
2022-05-15,20.8,0.0,0.0,16.9,56744.3
2022-05-16,24.6,0.0,0.0,18.8,56932.21
2022-05-17,21.2,11.9,0.0,19.1,57116.63
2022-05-18,24.3,0.0,0.0,20.8,57297.32
2022-05-19,28.6,0.0,0.0,17.0,57474.02
2022-05-20,24.4,7.5,0.0,23.2,57646.47
2022-05-21,18.3,1.9,0.0,33.8,57814.4
2022-05-22,18.8,0.3,0.0,16.5,57977.55
2022-05-23,22.1,0.0,0.0,26.5,58135.84
2022-05-24,21.9,0.3,0.0,25.7,58290.56
2022-05-25,19.9,0.1,0.0,20.0,58441.86
2022-05-26,20.4,0.1,0.0,32.8,58589.55
2022-05-27,17.9,3.7,0.0,32.0,58733.45
2022-05-28,15.2,1.2,0.0,34.2,58873.38
2022-05-29,14.8,1.4,0.0,15.5,59009.18
2022-05-30,15.8,0.2,0.0,16.6,59140.64
2022-05-31,18.3,0.0,0.0,9.2,59267.61
2022-06-01,19.0,0.5,0.0,22.5,59389.85
2022-06-02,18.5,1.2,0.0,20.2,59507.22
2022-06-03,24.0,0.0,0.0,15.3,59619.52
2022-06-04,22.6,0.0,0.0,17.9,59726.55
2022-06-05,27.4,0.3,0.0,19.8,59828.12
2022-06-06,25.2,1.1,0.0,18.5,59924.04
2022-06-07,23.5,0.1,0.0,18.7,60014.14
2022-06-08,24.9,0.1,0.0,12.8,60098.2
2022-06-09,21.1,1.8,0.0,15.8,60176.06
2022-06-10,25.0,0.0,0.0,17.9,60247.53
2022-06-11,26.4,0.0,0.0,20.9,60312.41
2022-06-12,25.7,0.7,0.0,17.2,60370.64
2022-06-13,20.8,0.6,0.0,24.9,60422.62
2022-06-14,19.4,0.1,0.0,19.3,60468.47
2022-06-15,24.7,0.0,0.0,12.7,60508.14
2022-06-16,24.0,0.0,0.0,20.5,60541.62
2022-06-17,25.0,0.0,0.0,13.0,60568.9
2022-06-18,34.1,0.0,0.0,24.2,60589.95
2022-06-19,35.6,1.4,0.0,29.5,60604.79
2022-06-20,17.2,4.1,0.0,18.0,60613.4
2022-06-21,23.6,0.0,0.0,19.7,60615.8
2022-06-22,26.8,0.0,0.0,15.9,60611.97
2022-06-23,29.6,0.0,0.0,17.8,60601.96
2022-06-24,31.8,1.2,0.0,24.0,60585.77
2022-06-25,27.5,11.7,0.0,13.9,60563.43
2022-06-26,29.9,0.5,0.0,15.5,60534.98
2022-06-27,34.5,0.0,0.0,22.6,60500.43
2022-06-28,24.8,6.8,0.0,19.2,60459.84
2022-06-29,25.1,0.3,0.0,15.7,60413.24
2022-06-30,27.2,2.6,0.0,12.4,60360.69
2022-07-01,26.1,4.8,0.0,25.4,60302.23
2022-07-02,25.6,0.0,0.0,15.5,60237.8
2022-07-03,28.9,0.0,0.0,21.2,60166.82
2022-07-04,24.8,0.0,0.0,19.8,60089.3
2022-07-05,24.8,0.1,0.0,16.6,60005.44
2022-07-06,20.2,0.0,0.0,22.2,59915.46
2022-07-07,21.0,17.7,0.0,22.0,59819.57
2022-07-08,19.8,0.1,0.0,23.3,59717.95
2022-07-09,19.9,2.1,0.0,23.0,59610.81
2022-07-10,19.7,0.3,0.0,26.5,59498.38
2022-07-11,22.7,0.4,0.0,16.6,59380.84
2022-07-12,27.2,0.0,0.0,23.5,59258.41
2022-07-13,30.5,0.0,0.0,25.2,59131.28
2022-07-14,24.9,0.0,0.0,26.3,58999.65
2022-07-15,20.2,0.2,0.0,25.9,58863.74
2022-07-16,21.7,3.2,0.0,30.2,58723.73
2022-07-17,23.0,0.0,0.0,18.8,58579.81
2022-07-18,28.3,0.0,0.0,9.1,58432.18
2022-07-19,35.0,0.0,0.0,14.1,58281.04
2022-07-20,37.7,0.0,0.0,17.6,58126.54
2022-07-21,28.8,3.8,0.0,19.5,57968.89
2022-07-22,24.4,0.2,0.0,18.5,57808.05
2022-07-23,24.0,5.9,0.0,17.9,57642.62
2022-07-24,27.3,0.0,0.0,10.4,57472.6
2022-07-25,35.1,3.0,0.0,23.6,57298.23
2022-07-26,24.4,3.1,0.0,23.7,57119.78
2022-07-27,20.5,0.0,0.0,19.3,56937.52
2022-07-28,22.5,0.0,0.0,13.4,56751.7
2022-07-29,27.8,0.0,0.0,22.4,56562.57
2022-07-30,26.2,0.0,0.0,18.0,56370.38
2022-07-31,27.8,0.0,0.0,13.7,56175.34
2022-08-01,24.5,0.8,0.0,19.7,55977.71
2022-08-02,27.2,0.0,0.0,9.7,55777.69
2022-08-03,33.1,0.0,0.0,9.7,55575.5
2022-08-04,37.2,0.0,0.0,17.7,55371.38
2022-08-05,28.8,5.1,0.0,23.7,55165.49
2022-08-06,22.4,0.0,0.0,18.0,54958.05
2022-08-07,23.6,0.0,0.0,12.8,54749.27
2022-08-08,26.7,0.0,0.0,16.2,54539.3
2022-08-09,27.3,0.0,0.0,17.5,54328.35
2022-08-10,28.7,0.0,0.0,12.0,54116.58
2022-08-11,29.7,0.0,0.0,13.7,53903.92
2022-08-12,29.7,0.0,0.0,16.6,53688.75
2022-08-13,28.9,5.9,0.0,15.9,53470.93
2022-08-14,32.2,0.1,0.0,16.3,53250.68
2022-08-15,29.6,0.8,0.0,18.9,53028.22
2022-08-16,29.3,0.0,0.0,11.3,52803.76
2022-08-17,32.2,0.0,0.0,14.8,52577.48
2022-08-18,32.5,0.2,0.0,15.2,52349.6
2022-08-19,24.9,11.6,0.0,17.6,52120.28
2022-08-20,21.7,6.5,0.0,14.3,51889.73
2022-08-21,23.4,0.0,0.0,14.2,51658.11
2022-08-22,22.8,0.0,0.0,13.7,51425.59
2022-08-23,25.2,0.0,0.0,16.8,51192.36
2022-08-24,26.7,0.1,0.0,15.5,50958.57
2022-08-25,27.3,0.7,0.0,13.6,50724.37
2022-08-26,27.0,20.6,0.0,12.8,50489.92
2022-08-27,23.0,9.5,0.0,16.4,50255.39
2022-08-28,22.0,0.5,0.0,17.9,50020.9
2022-08-29,21.7,0.1,0.0,18.6,49786.61
2022-08-30,21.0,0.6,0.0,13.5,49552.66
2022-08-31,21.4,0.3,0.0,17.3,49318.95
2022-09-01,20.4,0.0,0.0,15.5,49083.84
2022-09-02,20.7,0.0,0.0,17.4,48847.19
2022-09-03,21.4,0.0,0.0,23.4,48609.14
2022-09-04,23.3,0.0,0.0,21.1,48369.84
2022-09-05,24.0,0.0,0.0,19.5,48129.47
2022-09-06,21.9,0.0,0.0,23.1,47888.16
2022-09-07,25.6,0.6,0.0,16.6,47646.07
2022-09-08,19.5,13.6,0.0,18.4,47403.34
2022-09-09,21.0,0.2,0.0,12.7,47160.12
2022-09-10,21.3,0.6,0.0,12.7,46916.54
2022-09-11,19.6,1.0,0.0,15.8,46672.74
2022-09-12,20.3,0.1,0.0,9.8,46428.86
2022-09-13,19.9,3.8,0.0,15.5,46185.03
2022-09-14,18.7,0.0,0.0,15.3,45941.38
2022-09-15,17.9,0.4,0.0,23.6,45698.04
2022-09-16,16.6,5.1,0.0,29.2,45455.16
2022-09-17,15.2,1.8,0.0,25.6,45212.85
2022-09-18,14.4,6.0,0.0,29.2,44971.24
2022-09-19,15.5,4.0,0.0,22.4,44730.47
2022-09-20,14.9,3.3,0.0,17.8,44490.41
2022-09-21,16.3,0.3,0.0,11.6,44249.41
2022-09-22,15.9,0.0,0.0,9.4,44007.3
2022-09-23,16.3,0.0,0.0,11.1,43764.2
2022-09-24,15.8,1.5,0.0,8.2,43520.25
2022-09-25,17.3,0.5,0.0,11.4,43275.62
2022-09-26,16.6,0.1,0.0,24.3,43030.44
2022-09-27,12.8,5.7,0.0,19.2,42784.84
2022-09-28,12.1,2.0,0.0,12.1,42538.97
2022-09-29,13.9,0.2,0.0,8.7,42292.98
2022-09-30,16.1,0.1,0.0,10.4,42047.01
