Date,Temperature_Max (Â°C),Rain_Sum (mm),Snowfall_Sum (cm),Wind_Speed_Max (km/h),Daylight_Duration (s)
2022-10-01,13.5,2.6,0.0,25.3,41801.2
2022-10-02,16.1,0.2,0.0,26.2,41555.69
2022-10-03,15.3,0.0,0.0,29.3,41310.62
2022-10-04,17.2,0.1,0.0,16.1,41066.16
2022-10-05,19.0,0.0,0.0,19.0,40822.44
2022-10-06,17.5,0.4,0.0,25.6,40579.61
2022-10-07,17.3,0.0,0.0,13.4,40337.83
2022-10-08,15.9,0.4,0.0,24.6,40097.25
2022-10-09,15.5,0.0,0.0,15.0,39858.03
2022-10-10,17.0,0.0,0.0,18.7,39620.05
2022-10-11,15.1,0.0,0.0,19.2,39381.51
2022-10-12,15.2,0.0,0.0,10.4,39142.19
2022-10-13,16.5,0.0,0.0,18.4,38902.25
2022-10-14,16.5,0.2,0.0,13.3,38661.86
2022-10-15,17.9,4.2,0.0,14.5,38421.18
2022-10-16,20.1,0.2,0.0,19.0,38180.4
2022-10-17,23.9,0.0,0.0,18.1,37939.68
2022-10-18,16.5,18.8,0.0,13.0,37699.2
2022-10-19,13.9,0.1,0.0,15.6,37459.14
2022-10-20,13.5,0.0,0.0,22.6,37219.68
2022-10-21,15.4,1.6,0.0,16.6,36981.02
2022-10-22,18.6,0.3,0.0,18.5,36743.35
2022-10-23,18.1,0.0,0.0,15.6,36506.86
2022-10-24,19.7,1.6,0.0,28.5,36271.77
2022-10-25,16.2,0.3,0.0,24.3,36038.27
2022-10-26,17.0,0.0,0.0,10.9,35806.58
2022-10-27,19.4,0.0,0.0,12.4,35576.92
2022-10-28,21.8,0.0,0.0,18.6,35349.52
2022-10-29,19.2,0.0,0.0,15.2,35124.59
2022-10-30,20.7,0.0,0.0,12.3,34902.09
2022-10-31,17.2,0.0,0.0,12.2,34680.0
2022-11-01,17.3,0.9,0.0,14.9,34458.09
2022-11-02,14.9,0.4,0.0,24.9,34236.56
2022-11-03,12.4,0.0,0.0,19.6,34015.64
2022-11-04,11.1,3.6,0.0,13.9,33795.54
2022-11-05,11.6,6.3,0.0,14.2,33576.48
2022-11-06,11.2,0.0,0.0,19.1,33358.71
2022-11-07,14.0,0.3,0.0,24.9,33142.46
2022-11-08,15.7,0.0,0.0,17.5,32927.97
2022-11-09,14.8,0.2,0.0,21.0,32715.49
2022-11-10,13.4,0.2,0.0,21.8,32505.29
2022-11-11,12.7,0.0,0.0,17.4,32297.63
2022-11-12,12.0,0.0,0.0,11.1,32092.79
2022-11-13,10.8,0.0,0.0,21.1,31891.04
2022-11-14,10.9,0.0,0.0,17.6,31692.68
2022-11-15,12.0,0.0,0.0,12.6,31497.99
2022-11-16,7.0,0.3,0.0,23.2,31307.31
2022-11-17,5.4,2.7,0.0,34.3,31120.91
2022-11-18,2.1,0.2,0.35,23.1,30939.14
2022-11-19,1.9,0.0,0.77,17.8,30762.01
2022-11-20,0.8,0.0,0.28,15.2,30587.63
2022-11-21,0.9,0.0,0.14,12.4,30415.79
2022-11-22,2.5,0.0,0.0,21.4,30246.73
2022-11-23,6.2,0.0,0.0,14.2,30080.69
2022-11-24,4.4,0.0,0.0,10.5,29917.88
2022-11-25,6.4,3.9,0.0,10.0,29758.56
2022-11-26,8.3,1.3,0.0,13.8,29602.98
2022-11-27,7.1,0.0,0.0,17.3,29451.39
2022-11-28,5.0,0.0,0.0,24.7,29304.04
2022-11-29,5.2,0.3,0.0,14.0,29161.21
2022-11-30,5.0,1.5,0.0,13.9,29023.14
2022-12-01,0.8,0.0,0.56,13.0,28890.12
2022-12-02,2.0,0.1,1.26,17.3,28762.4
2022-12-03,-0.2,0.0,0.28,17.1,28640.27
2022-12-04,2.2,0.0,0.0,15.2,28524.01
2022-12-05,3.3,2.3,0.0,14.9,28413.89
2022-12-06,2.9,1.3,0.0,14.4,28310.18
2022-12-07,3.6,0.8,0.14,23.1,28213.18
2022-12-08,3.1,0.6,0.49,18.8,28123.16
2022-12-09,1.1,0.0,0.0,8.2,28040.22
2022-12-10,-0.7,0.0,0.0,10.6,27963.35
2022-12-11,-1.3,0.0,0.91,13.2,27892.42
2022-12-12,0.1,0.0,0.63,18.6,27827.52
2022-12-13,-1.4,0.0,0.14,14.1,27768.72
2022-12-14,-2.1,0.0,0.0,11.7,27716.11
2022-12-15,-2.0,0.0,0.0,10.0,27669.75
2022-12-16,-1.8,0.0,0.0,10.1,27629.73
2022-12-17,-2.2,0.0,0.0,9.0,27596.1
2022-12-18,-2.5,0.0,0.0,18.1,27568.94
2022-12-19,3.2,8.4,0.0,23.2,27548.3
2022-12-20,7.6,0.2,0.0,20.9,27534.23
2022-12-21,6.8,2.7,0.0,16.4,27526.77
2022-12-22,7.2,1.7,0.0,15.7,27525.99
2022-12-23,6.4,6.6,0.0,15.4,27531.9
2022-12-24,7.3,7.8,0.0,15.5,27544.54
2022-12-25,8.6,5.9,0.0,18.9,27563.95
2022-12-26,10.1,1.0,0.0,21.3,27590.14
2022-12-27,5.7,0.0,0.0,30.9,27623.11
2022-12-28,7.4,2.2,0.0,24.8,27662.9
2022-12-29,12.3,1.4,0.0,28.3,27709.58
2022-12-30,8.9,2.2,0.0,27.2,27763.63
2022-12-31,16.5,2.8,0.0,30.3,27825.0
2023-01-01,15.9,0.0,0.0,31.3,27893.46
2023-01-02,14.4,2.6,0.0,22.8,27968.8
2023-01-03,8.7,0.0,0.0,18.7,28050.82
2023-01-04,10.3,10.3,0.0,31.6,28139.3
2023-01-05,9.5,1.9,0.0,34.0,28234.01
2023-01-06,10.1,0.5,0.0,22.3,28334.75
2023-01-07,10.2,0.0,0.0,16.4,28441.3
2023-01-08,8.3,1.3,0.0,16.7,28553.43
2023-01-09,8.1,4.1,0.0,19.7,28670.92
2023-01-10,7.5,0.0,0.0,19.2,28793.56
2023-01-11,8.0,7.4,0.0,22.0,28921.14
2023-01-12,9.9,5.1,0.0,31.3,29053.42
2023-01-13,10.1,2.3,0.0,27.7,29190.22
2023-01-14,8.3,8.3,0.0,30.7,29331.3
2023-01-15,9.2,4.0,0.0,31.6,29476.47
2023-01-16,6.8,0.0,0.0,24.1,29625.52
2023-01-17,4.3,0.6,0.07,27.2,29778.25
2023-01-18,1.8,0.4,0.56,10.2,29934.73
2023-01-19,2.1,0.0,0.0,17.9,30096.65
2023-01-20,1.9,0.0,0.14,10.0,30264.07
2023-01-21,3.1,1.0,3.08,28.8,30436.64
2023-01-22,1.9,0.3,0.49,20.9,30614.04
2023-01-23,2.6,0.0,0.0,11.7,30795.95
2023-01-24,2.1,0.0,0.0,9.3,30982.05
2023-01-25,1.7,0.0,0.0,8.6,31172.04
2023-01-26,0.3,0.0,0.0,8.9,31365.61
2023-01-27,3.1,0.2,0.07,20.1,31562.47
2023-01-28,1.9,0.0,0.0,11.8,31762.35
2023-01-29,2.5,0.0,0.14,23.5,31964.96
2023-01-30,4.8,5.4,0.35,33.5,32170.01
2023-01-31,5.5,4.8,0.0,33.5,32377.27
2023-02-01,5.6,4.2,0.42,30.3,32586.46
2023-02-02,5.8,0.7,0.0,34.8,32797.36
2023-02-03,8.1,7.8,0.56,40.3,33009.69
2023-02-04,3.7,0.1,0.0,28.7,33223.24
2023-02-05,1.3,0.0,0.0,12.5,33437.78
2023-02-06,0.8,0.0,0.49,14.8,33653.08
2023-02-07,1.1,0.0,0.0,9.8,33869.24
2023-02-08,1.5,0.0,0.0,15.3,34088.35
2023-02-09,3.0,0.0,0.0,19.8,34310.57
2023-02-10,6.0,0.0,0.0,20.8,34535.64
2023-02-11,7.8,0.2,0.0,25.0,34763.3
2023-02-12,8.0,0.0,0.0,12.7,34993.29
2023-02-13,7.6,0.1,0.0,14.4,35225.37
2023-02-14,7.0,0.0,0.0,7.9,35459.28
2023-02-15,7.8,0.0,0.0,12.1,35694.8
2023-02-16,10.2,0.3,0.0,14.0,35931.71
2023-02-17,12.0,3.4,0.0,37.3,36169.77
2023-02-18,10.0,12.3,0.0,36.4,36408.77
2023-02-19,6.9,2.4,0.0,23.8,36648.51
2023-02-20,9.6,1.0,0.0,39.9,36888.77
2023-02-21,11.2,1.5,0.0,30.2,37129.36
2023-02-22,10.0,0.0,0.0,16.6,37370.08
2023-02-23,10.7,0.7,0.0,17.5,37610.73
2023-02-24,6.6,2.1,0.14,27.1,37851.13
2023-02-25,3.7,3.3,1.68,26.9,38091.1
2023-02-26,3.0,0.0,0.91,21.4,38330.44
2023-02-27,3.9,0.0,0.49,11.2,38569.28
2023-02-28,4.8,0.0,0.07,9.5,38809.57
2023-03-01,7.4,0.0,0.0,8.3,39051.54
2023-03-02,5.4,0.0,0.0,10.4,39295.0
2023-03-03,3.9,0.0,0.0,17.0,39539.77
2023-03-04,6.1,0.6,0.0,25.1,39785.69
2023-03-05,4.0,0.2,0.14,26.6,40032.58
2023-03-06,3.7,0.5,1.89,18.7,40280.27
2023-03-07,4.8,2.3,0.91,27.4,40528.6
2023-03-08,3.6,0.6,0.49,14.7,40777.4
2023-03-09,2.1,0.7,3.43,17.9,41026.51
2023-03-10,9.8,10.3,0.0,19.1,41275.77
2023-03-11,3.4,1.6,4.9,28.3,41525.02
2023-03-12,6.1,1.2,0.35,20.9,41774.12
2023-03-13,15.4,5.0,0.0,28.8,42022.89
2023-03-14,13.7,5.4,0.07,33.3,42271.19
2023-03-15,6.5,0.5,0.0,22.3,42518.87
2023-03-16,8.6,0.0,0.0,17.8,42765.76
2023-03-17,13.1,0.0,0.0,20.4,43011.72
2023-03-18,17.3,0.3,0.0,14.8,43256.58
2023-03-19,15.4,6.3,0.0,16.0,43500.46
2023-03-20,11.8,1.4,0.0,20.9,43745.13
2023-03-21,11.1,2.9,0.0,13.0,43990.82
2023-03-22,15.9,0.8,0.0,26.0,44237.39
2023-03-23,14.9,4.0,0.0,27.8,44484.7
2023-03-24,15.9,1.7,0.0,31.5,44732.6
2023-03-25,11.9,5.3,0.0,26.4,44980.96
2023-03-26,10.9,1.9,0.0,26.9,45229.64
2023-03-27,6.3,0.7,0.84,27.1,45478.48
2023-03-28,7.0,0.0,0.14,28.8,45727.36
2023-03-29,10.6,0.0,0.0,22.2,45976.13
2023-03-30,16.8,5.4,0.0,25.3,46224.64
2023-03-31,13.3,8.3,0.0,22.5,46472.75
2023-04-01,9.3,6.3,0.0,23.7,46720.3
2023-04-02,7.8,0.0,0.0,26.1,46967.15
2023-04-03,3.9,0.0,0.0,24.2,47213.16
2023-04-04,5.8,0.0,0.0,13.5,47458.14
2023-04-05,7.3,1.3,0.21,12.6,47701.95
2023-04-06,9.8,0.0,0.0,13.2,47944.43
2023-04-07,5.7,1.6,0.0,15.2,48185.41
2023-04-08,11.6,0.2,0.0,15.5,48424.97
2023-04-09,12.5,0.0,0.0,10.5,48664.83
2023-04-10,15.5,0.0,0.0,20.9,48905.21
2023-04-11,12.2,5.8,0.0,28.9,49145.95
2023-04-12,14.6,2.9,0.0,23.1,49386.91
2023-04-13,12.8,0.0,0.0,16.8,49627.96
2023-04-14,8.8,9.9,0.0,21.2,49868.93
2023-04-15,11.2,3.8,0.0,23.1,50109.68
2023-04-16,10.7,1.6,0.0,16.9,50350.04
2023-04-17,11.2,3.2,0.0,17.3,50589.86
2023-04-18,13.6,0.1,0.0,21.9,50828.96
2023-04-19,11.5,4.2,0.0,26.8,51067.18
2023-04-20,14.9,1.3,0.0,19.8,51304.35
2023-04-21,18.8,0.0,0.0,21.7,51540.28
2023-04-22,20.7,0.0,0.0,16.4,51774.79
2023-04-23,16.4,3.3,0.0,16.2,52007.7
2023-04-24,16.0,0.6,0.0,25.8,52238.79
2023-04-25,10.5,0.0,0.0,24.8,52467.87
2023-04-26,9.8,0.5,0.0,23.6,52694.73
2023-04-27,10.2,0.4,0.0,17.0,52919.18
2023-04-28,15.5,0.0,0.0,18.9,53141.21
2023-04-29,14.6,0.5,0.0,21.7,53362.54
2023-04-30,13.2,0.0,0.0,12.2,53583.32
2023-05-01,17.4,0.0,0.0,14.4,53803.42
2023-05-02,12.8,0.4,0.0,20.2,54022.64
2023-05-03,14.9,0.0,0.0,11.2,54240.81
2023-05-04,17.2,0.0,0.0,15.0,54457.75
2023-05-05,18.6,0.1,0.0,28.7,54673.25
2023-05-06,11.0,12.1,0.0,24.5,54887.14
2023-05-07,15.1,0.0,0.0,21.7,55099.19
2023-05-08,16.7,0.0,0.0,24.3,55309.22
2023-05-09,18.1,0.0,0.0,26.2,55516.99
2023-05-10,21.6,0.0,0.0,23.7,55722.29
2023-05-11,21.5,0.0,0.0,22.7,55924.89
2023-05-12,21.7,0.0,0.0,23.8,56124.55
2023-05-13,22.1,0.0,0.0,27.5,56321.04
2023-05-14,21.1,0.0,0.0,25.4,56514.09
2023-05-15,20.0,0.0,0.0,16.4,56703.47
2023-05-16,16.1,0.0,0.0,21.7,56888.9
2023-05-17,15.1,0.1,0.0,21.3,57070.12
2023-05-18,15.3,0.0,0.0,17.9,57247.09
2023-05-19,18.2,0.0,0.0,20.3,57421.23
2023-05-20,19.7,0.0,0.0,22.7,57592.68
2023-05-21,26.3,0.1,0.0,23.0,57761.26
2023-05-22,25.3,0.0,0.0,20.5,57926.78
2023-05-23,22.5,2.6,0.0,27.6,58089.05
2023-05-24,15.5,0.7,0.0,20.0,58247.89
2023-05-25,18.8,0.0,0.0,14.6,58403.08
2023-05-26,18.8,0.0,0.0,17.6,58554.42
2023-05-27,19.9,0.0,0.0,8.4,58701.7
2023-05-28,22.7,0.0,0.0,17.6,58844.71
2023-05-29,21.1,0.0,0.0,15.1,58983.26
2023-05-30,21.6,0.0,0.0,16.7,59117.1
2023-05-31,24.1,0.0,0.0,11.0,59246.02
2023-06-01,21.7,0.0,0.0,17.6,59369.82
2023-06-02,19.7,0.3,0.0,22.7,59488.24
2023-06-03,19.6,0.0,0.0,13.4,59601.09
2023-06-04,22.7,0.0,0.0,10.3,59708.12
2023-06-05,25.3,0.0,0.0,18.3,59809.12
2023-06-06,25.5,0.4,0.0,15.8,59903.86
2023-06-07,28.4,0.0,0.0,15.5,59992.25
2023-06-08,28.3,0.0,0.0,19.4,60074.99
2023-06-09,28.5,0.0,0.0,20.7,60152.16
2023-06-10,28.9,0.1,0.0,20.5,60223.72
2023-06-11,26.4,0.0,0.0,19.3,60289.54
2023-06-12,25.5,0.0,0.0,20.2,60349.57
2023-06-13,23.7,0.0,0.0,22.5,60403.73
2023-06-14,23.7,0.0,0.0,19.7,60451.98
2023-06-15,22.9,0.2,0.0,13.5,60494.22
2023-06-16,19.9,28.9,0.0,21.9,60530.41
2023-06-17,20.9,1.6,0.0,12.6,60560.51
2023-06-18,24.7,0.1,0.0,10.5,60584.44
2023-06-19,27.1,0.6,0.0,16.6,60602.17
2023-06-20,25.5,1.7,0.0,14.8,60613.66
2023-06-21,27.8,3.3,0.0,22.9,60618.88
2023-06-22,27.3,2.3,0.0,22.4,60617.79
2023-06-23,20.3,27.9,0.0,21.6,60610.36
2023-06-24,24.6,0.0,0.0,15.0,60596.59
2023-06-25,26.4,0.5,0.0,10.5,60576.43
2023-06-26,29.3,4.4,0.0,24.0,60549.91
2023-06-27,20.5,1.0,0.0,26.7,60516.95
2023-06-28,22.1,0.0,0.0,24.9,60477.19
2023-06-29,24.9,0.0,0.0,11.3,60430.7
2023-06-30,21.6,8.2,0.0,14.8,60377.63
2023-07-01,23.8,2.3,0.0,25.7,60318.13
2023-07-02,21.8,1.7,0.0,33.1,60252.36
2023-07-03,21.5,0.0,0.0,28.3,60180.47
2023-07-04,22.3,0.4,0.0,28.9,60102.64
2023-07-05,24.8,3.7,0.0,29.7,60019.02
2023-07-06,22.3,0.4,0.0,16.6,59929.8
2023-07-07,27.5,0.0,0.0,9.7,59835.13
2023-07-08,30.1,0.0,0.0,19.4,59735.19
2023-07-09,31.6,0.0,0.0,14.5,59630.14
2023-07-10,30.9,1.4,0.0,26.6,59520.16
2023-07-11,29.7,0.0,0.0,20.9,59405.43
2023-07-12,27.7,0.1,0.0,28.0,59286.11
2023-07-13,25.6,0.1,0.0,26.0,59162.36
2023-07-14,25.9,0.0,0.0,16.2,59034.36
2023-07-15,34.6,0.0,0.0,18.7,58902.28
2023-07-16,28.7,1.1,0.0,24.9,58766.27
2023-07-17,26.4,0.1,0.0,26.4,58626.31
2023-07-18,24.4,0.0,0.0,16.9,58481.16
2023-07-19,25.3,0.3,0.0,17.8,58330.82
2023-07-20,22.2,1.2,0.0,21.5,58175.55
2023-07-21,21.1,1.4,0.0,15.7,58015.61
2023-07-22,21.7,0.2,0.0,24.2,57851.29
2023-07-23,27.8,0.5,0.0,31.6,57682.82
2023-07-24,27.6,11.6,0.0,26.6,57510.46
2023-07-25,21.9,0.0,0.0,19.3,57334.46
2023-07-26,19.9,0.3,0.0,18.7,57155.05
2023-07-27,20.0,4.2,0.0,18.9,56972.48
2023-07-28,22.5,34.6,0.0,22.4,56786.96
2023-07-29,23.8,11.6,0.0,23.1,56598.74
2023-07-30,23.8,7.9,0.0,20.6,56408.02
2023-07-31,20.2,5.8,0.0,25.7,56215.0
2023-08-01,21.2,13.3,0.0,23.5,56019.91
2023-08-02,22.5,6.4,0.0,24.5,55822.94
2023-08-03,23.3,2.4,0.0,32.8,55624.29
2023-08-04,21.6,0.8,0.0,18.7,55424.14
2023-08-05,21.1,0.2,0.0,11.0,55222.68
2023-08-06,17.7,11.5,0.0,15.5,55019.83
2023-08-07,19.2,1.6,0.0,33.6,54814.01
2023-08-08,19.8,4.7,0.0,33.2,54605.1
2023-08-09,20.0,0.2,0.0,17.4,54393.34
2023-08-10,20.3,0.2,0.0,16.6,54178.96
2023-08-11,24.8,0.0,0.0,11.7,53962.19
2023-08-12,27.0,6.0,0.0,22.0,53743.23
2023-08-13,25.8,0.0,0.0,14.9,53522.31
2023-08-14,29.3,0.1,0.0,13.3,53299.63
2023-08-15,29.7,14.9,0.0,14.5,53075.38
2023-08-16,26.9,7.8,0.0,15.5,52849.76
2023-08-17,25.5,0.9,0.0,19.9,52622.95
2023-08-18,29.4,1.2,0.0,25.2,52395.14
2023-08-19,31.0,0.0,0.0,11.6,52166.5
2023-08-20,28.9,0.2,0.0,16.6,51937.19
2023-08-21,26.9,0.0,0.0,14.6,51707.4
2023-08-22,25.7,0.0,0.0,12.0,51477.29
2023-08-23,26.6,0.0,0.0,16.2,51247.0
2023-08-24,28.1,0.0,0.0,13.4,51016.69
2023-08-25,29.5,5.8,0.0,15.5,50786.51
2023-08-26,25.2,0.9,0.0,23.4,50556.37
2023-08-27,21.5,0.8,0.0,12.1,50324.63
2023-08-28,19.3,0.0,0.0,17.2,50091.13
2023-08-29,16.6,4.9,0.0,12.6,49856.05
2023-08-30,19.8,0.1,0.0,11.2,49619.55
2023-08-31,18.3,2.2,0.0,26.6,49381.79
2023-09-01,20.5,0.0,0.0,17.6,49142.93
2023-09-02,21.9,0.6,0.0,10.5,48903.15
2023-09-03,20.6,0.0,0.0,17.3,48662.59
2023-09-04,24.3,0.0,0.0,8.4,48421.38
2023-09-05,26.9,0.0,0.0,14.9,48179.7
2023-09-06,28.4,0.0,0.0,10.1,47937.66
2023-09-07,28.5,0.0,0.0,17.5,47695.43
2023-09-08,28.9,0.0,0.0,14.5,47453.14
2023-09-09,30.2,0.0,0.0,15.5,47210.91
2023-09-10,30.2,0.0,0.0,10.2,46968.9
2023-09-11,30.1,0.0,0.0,9.0,46727.22
2023-09-12,29.7,0.0,0.0,14.5,46486.02
2023-09-13,23.8,7.4,0.0,30.3,46245.41
2023-09-14,20.8,0.0,0.0,15.6,46005.53
2023-09-15,23.0,0.0,0.0,18.7,45766.26
2023-09-16,25.3,0.0,0.0,15.6,45525.99
2023-09-17,27.2,0.0,0.0,11.7,45284.51
2023-09-18,27.8,0.5,0.0,20.6,45041.98
2023-09-19,20.7,0.1,0.0,27.1,44798.53
2023-09-20,24.7,0.0,0.0,21.3,44554.3
2023-09-21,27.9,0.0,0.0,16.7,44309.46
2023-09-22,19.7,3.8,0.0,18.7,44064.11
2023-09-23,18.3,0.0,0.0,24.1,43818.42
2023-09-24,19.4,0.0,0.0,10.8,43572.51
2023-09-25,21.5,0.0,0.0,14.1,43326.52
2023-09-26,24.1,0.0,0.0,12.7,43080.58
2023-09-27,26.0,0.0,0.0,12.6,42834.84
2023-09-28,25.8,0.0,0.0,12.2,42589.44
2023-09-29,23.4,1.4,0.0,17.3,42344.51
2023-09-30,19.3,0.0,0.0,23.2,42100.19
2023-10-01,20.0,0.3,0.0,16.5,41856.61
2023-10-02,24.7,0.0,0.0,12.0,41613.93
2023-10-03,24.4,8.2,0.0,27.5,41372.28
2023-10-04,17.4,0.3,0.0,31.0,41131.81
2023-10-05,16.3,1.0,0.0,32.2,40892.4
2023-10-06,17.9,1.7,0.0,27.1,40652.3
2023-10-07,17.5,11.6,0.0,30.9,40411.3
2023-10-08,14.3,1.5,0.0,14.5,40169.54
2023-10-09,12.2,4.1,0.0,11.9,39927.2
2023-10-10,16.9,2.0,0.0,17.1,39684.41
2023-10-11,22.6,0.0,0.0,23.9,39441.36
2023-10-12,19.2,5.4,0.0,23.0,39198.21
2023-10-13,21.0,0.5,0.0,30.2,38955.11
2023-10-14,20.0,4.7,0.0,35.8,38712.24
2023-10-15,10.7,0.4,0.0,28.7,38469.77
2023-10-16,10.5,0.4,0.0,20.6,38227.86
2023-10-17,10.5,0.0,0.0,7.9,37986.7
2023-10-18,11.8,0.0,0.0,20.0,37746.47
2023-10-19,8.4,4.2,0.0,21.9,37507.35
2023-10-20,7.2,7.8,0.0,30.6,37269.52
2023-10-21,17.3,0.0,0.0,22.9,37033.2
2023-10-22,15.9,1.4,0.0,16.5,36798.57
2023-10-23,14.9,0.3,0.0,12.9,36565.83
2023-10-24,14.2,8.9,0.0,17.8,36335.2
2023-10-25,13.5,0.2,0.0,16.2,36106.58
2023-10-26,11.4,6.5,0.0,16.9,35878.01
2023-10-27,11.0,7.1,0.0,12.7,35649.26
2023-10-28,12.0,5.1,0.0,11.4,35420.53
2023-10-29,16.2,5.1,0.0,27.2,35192.01
2023-10-30,15.4,0.0,0.0,23.3,34963.91
2023-10-31,12.9,3.7,0.0,34.4,34736.45
2023-11-01,14.5,0.3,0.0,18.8,34509.84
2023-11-02,14.0,4.1,0.0,23.2,34284.3
2023-11-03,11.1,0.0,0.0,17.8,34060.06
2023-11-04,11.2,1.7,0.0,24.7,33837.36
2023-11-05,12.4,8.4,0.0,29.4,33616.43
2023-11-06,12.6,2.6,0.0,31.7,33397.52
2023-11-07,11.9,0.0,0.0,25.0,33180.91
2023-11-08,10.8,1.4,0.0,25.5,32966.82
2023-11-09,11.7,0.3,0.0,21.9,32755.56
2023-11-10,10.8,0.2,0.0,19.4,32547.39
2023-11-11,9.1,0.7,0.0,11.8,32342.59
2023-11-12,7.9,1.1,0.0,15.9,32141.47
2023-11-13,9.9,4.5,0.0,24.3,31944.31
2023-11-14,12.7,0.8,0.0,36.1,31751.12
2023-11-15,9.4,1.9,0.0,24.4,31559.92
2023-11-16,8.6,2.5,0.0,24.6,31370.48
2023-11-17,5.8,0.0,0.0,26.2,31183.05
2023-11-18,6.3,0.1,0.0,17.8,30997.86
2023-11-19,11.6,8.1,0.56,25.8,30815.14
2023-11-20,11.0,15.8,0.0,16.5,30635.16
2023-11-21,8.2,1.9,0.07,18.1,30458.17
2023-11-22,0.8,0.0,0.0,21.2,30284.42
2023-11-23,10.8,4.8,0.07,42.2,30114.19
2023-11-24,7.5,0.7,2.59,34.6,29947.75
2023-11-25,3.0,0.1,0.21,21.5,29785.38
2023-11-26,0.9,0.0,0.0,14.0,29627.36
2023-11-27,1.7,0.1,1.61,21.5,29473.99
2023-11-28,0.2,0.0,1.26,22.7,29325.56
2023-11-29,0.8,0.0,2.1,23.8,29182.38
2023-11-30,-1.1,0.0,0.0,18.1,29044.74
2023-12-01,-2.8,0.0,0.0,10.1,28912.95
2023-12-02,-1.7,0.0,0.0,15.0,28787.33
2023-12-03,-0.9,0.0,0.0,13.3,28668.18
2023-12-04,-0.8,0.0,0.0,18.4,28555.6
2023-12-05,-0.6,0.1,0.49,20.5,28448.27
2023-12-06,0.6,1.0,0.7,15.9,28346.03
2023-12-07,1.1,0.0,0.0,8.0,28249.03
2023-12-08,1.4,0.1,1.12,21.2,28157.41
2023-12-09,4.7,0.7,0.0,20.3,28071.31
2023-12-10,7.1,7.9,0.14,27.4,27990.88
2023-12-11,8.5,17.4,0.0,27.7,27916.26
2023-12-12,6.7,1.8,0.0,23.4,27847.59
2023-12-13,5.0,9.3,0.0,19.7,27785.0
2023-12-14,3.8,1.5,0.0,15.3,27728.62
2023-12-15,5.5,0.5,0.0,14.8,27678.59
2023-12-16,7.8,0.1,0.0,23.2,27635.04
2023-12-17,9.8,0.0,0.0,24.0,27598.07
2023-12-18,7.1,0.0,0.0,22.5,27567.82
2023-12-19,7.4,7.0,0.0,21.2,27544.39
2023-12-20,6.6,5.8,0.0,33.4,27527.9
2023-12-21,8.8,17.7,0.28,37.8,27518.43
2023-12-22,4.4,0.8,0.98,39.7,27516.1
2023-12-23,3.1,1.7,0.98,28.7,27520.99
2023-12-24,10.7,10.9,1.05,31.2,27533.19
2023-12-25,10.5,5.9,0.0,31.6,27552.81
2023-12-26,9.7,16.6,0.0,32.6,27579.74
2023-12-27,5.1,0.0,0.0,24.1,27613.83
2023-12-28,10.2,0.0,0.0,25.9,27654.96
2023-12-29,10.7,6.9,0.0,30.4,27702.99
2023-12-30,8.5,2.6,0.0,29.8,27757.76
2023-12-31,7.5,1.6,0.0,18.6,27819.12
